date,merchant_id,impressions
2025-01-03,M030,14686952
2025-01-03,M031,17810957
2025-01-03,M032,13595407
2025-01-03,M033,15927259
2025-01-03,M034,18223347
2025-01-03,M035,20782777
2025-01-03,M036,13761466
2025-01-03,M037,13932349
2025-01-03,M038,17059632
2025-01-03,M039,18191577
2025-01-03,M040,16412891
2025-01-03,M041,19294321
2025-01-03,M042,21934215
2025-01-03,M043,19621497
2025-01-03,M044,15727881
2025-01-03,M045,16752142
2025-01-03,M046,18927477
2025-01-03,M047,22053440
2025-01-03,M048,18148668
2025-01-04,M001,6274482
2025-01-04,M002,5817139
2025-01-04,M003,6985137
2025-01-04,M004,7065248
2025-01-04,M005,11647699
2025-01-04,M006,10355663
2025-01-04,M007,12443954
2025-01-04,M008,5770126
2025-01-04,M009,11007526
2025-01-04,M010,8713957
2025-01-04,M011,10075935
2025-01-04,M012,8947163
2025-01-04,M013,15129117
2025-01-04,M014,12314558
2025-01-04,M015,9198943
2025-01-04,M016,7107419
2025-01-04,M017,13930343
2025-01-04,M018,10720666
2025-01-04,M019,12119140
2025-01-04,M020,9359115
2025-01-04,M021,17022845
2025-01-04,M022,9746634
2025-01-04,M023,10073160
2025-01-04,M024,9978102
2025-01-04,M025,15967281
2025-01-04,M026,12607940
2025-01-04,M027,14588243
2025-01-04,M028,11707424
2025-01-04,M029,12794111
2025-01-04,M030,10933382
2025-01-04,M031,13753798
2025-01-04,M032,10545980
2025-01-04,M033,19814694
2025-01-04,M034,15138998
2025-01-04,M035,17568662
2025-01-04,M036,10498346
2025-01-04,M037,16725551
2025-01-04,M038,13366533
2025-01-04,M039,16430882
2025-01-04,M040,13398601
2025-01-04,M041,21529283
2025-01-04,M042,16535058
2025-01-04,M043,15562822
2025-01-04,M044,12687798
2025-01-04,M045,21089847
2025-01-04,M046,15262461
2025-01-04,M047,16376840
2025-01-04,M048,15048634
2025-01-05,M001,6330471
2025-01-05,M002,4923181
2025-01-05,M003,7564157
2025-01-05,M004,9072937
2025-01-05,M005,11318195
2025-01-05,M006,8346044
2025-01-05,M007,10794769
2025-01-05,M008,7183481
2025-01-05,M009,10809433
2025-01-05,M010,7438771
2025-01-05,M011,9702750
2025-01-05,M012,10970403
2025-01-05,M013,13383543
2025-01-05,M014,10601426
2025-01-05,M015,8575086
2025-01-05,M016,10134247
2025-01-05,M017,12717681
2025-01-05,M018,9795648
2025-01-05,M019,11329091
2025-01-05,M020,13393196
2025-01-05,M021,17424897
2025-01-05,M022,7898182
2025-01-05,M023,10338482
2025-01-05,M024,11624185
2025-01-05,M025,14949967
2025-01-05,M026,12169716
2025-01-05,M027,15530554
2025-01-05,M028,14369336
2025-01-05,M029,12347916
2025-01-05,M030,9957888
2025-01-05,M031,12517708
2025-01-05,M032,14097822
2025-01-05,M033,17646953
2025-01-05,M034,13347919
2025-01-05,M035,17494678
2025-01-05,M036,12439551
2025-01-05,M037,16382478
2025-01-05,M038,11166213
2025-01-05,M039,15168609
2025-01-05,M040,17596376
2025-01-05,M041,21096449
2025-01-05,M042,14178469
2025-01-05,M043,14975735
2025-01-05,M044,15933318
2025-01-05,M045,21185266
2025-01-05,M046,12453029
2025-01-05,M047,18514168
2025-01-05,M048,17060364
2025-01-06,M001,3857096
2025-01-06,M002,7980303
2025-01-06,M003,6814738
2025-01-06,M004,12986021
2025-01-06,M005,6831456
2025-01-06,M006,14310880
2025-01-06,M007,11011000
2025-01-06,M008,11400998
2025-01-06,M009,6309310
2025-01-06,M010,10571866
2025-01-06,M011,9188808
2025-01-06,M012,15449100
2025-01-06,M013,9406194
2025-01-06,M014,16009928
2025-01-06,M015,8029064
2025-01-06,M016,16289551
2025-01-06,M017,8118194
2025-01-06,M018,16409830
2025-01-06,M019,10059998
2025-01-06,M020,20395107
2025-01-06,M021,10963825
2025-01-06,M022,12126855
2025-01-06,M023,10537436
2025-01-06,M024,18333149
2025-01-06,M025,9196099
2025-01-06,M026,18967794
2025-01-06,M027,14521594
2025-01-06,M028,23591026
2025-01-06,M029,8479387
2025-01-06,M030,14777379
2025-01-06,M031,12487972
2025-01-06,M032,21872889
2025-01-06,M033,11461301
2025-01-06,M034,21167079
2025-01-06,M035,16229002
2025-01-06,M036,20762170
2025-01-06,M037,10310149
2025-01-06,M038,18144762
2025-01-06,M039,14747758
2025-01-06,M040,27305074
2025-01-06,M041,12363988
2025-01-06,M042,24940347
2025-01-06,M043,12547235
2025-01-06,M044,25915502
2025-01-06,M045,12100821
2025-01-06,M046,21410681
2025-01-06,M047,15313744
2025-01-06,M048,28478195
2025-01-07,M001,5903058
2025-01-07,M002,6992012
2025-01-07,M003,9026523
2025-01-07,M004,8000596
2025-01-07,M005,9295467
2025-01-07,M006,12081936
2025-01-07,M007,14081122
2025-01-07,M008,7016284
2025-01-07,M009,8950469
2025-01-07,M010,10009428
2025-01-07,M011,11118362
2025-01-07,M012,10137912
2025-01-07,M013,11433128
2025-01-07,M014,15419902
2025-01-07,M015,10548924
2025-01-07,M016,9608739
2025-01-07,M017,10666433
2025-01-07,M018,13412832
2025-01-07,M019,15433441
2025-01-07,M020,11428906
2025-01-07,M021,14177496
2025-01-07,M022,10726411
2025-01-07,M023,12730677
2025-01-07,M024,10605232
2025-01-07,M025,14585446
2025-01-07,M026,17571696
2025-01-07,M027,20479276
2025-01-07,M028,15319832
2025-01-07,M029,11905279
2025-01-07,M030,13441287
2025-01-07,M031,17008749
2025-01-07,M032,14457548
2025-01-07,M033,15849873
2025-01-07,M034,20410476
2025-01-07,M035,21241234
2025-01-07,M036,13283867
2025-01-07,M037,13936959
2025-01-07,M038,16069322
2025-01-07,M039,19217354
2025-01-07,M040,14824464
2025-01-07,M041,19198197
2025-01-07,M042,22618819
2025-01-07,M043,17190934
2025-01-07,M044,14728468
2025-01-07,M045,16455556
2025-01-07,M046,18026727
2025-01-07,M047,20457755
2025-01-07,M048,18090369
2025-01-08,M001,7842798
2025-01-08,M002,6517095
2025-01-08,M003,8650369
2025-01-08,M004,7372626
2025-01-08,M005,12940603
2025-01-08,M006,10598058
2025-01-08,M007,12736583
2025-01-08,M008,6393736
2025-01-08,M009,11153380
2025-01-08,M010,9644191
2025-01-08,M011,10568176
2025-01-08,M012,9182527
2025-01-08,M013,15865126
2025-01-08,M014,13277565
2025-01-08,M015,9317215
2025-01-08,M016,8058511
2025-01-08,M017,14282212
2025-01-08,M018,11691979
2025-01-08,M019,13656193
2025-01-08,M020,11583482
2025-01-08,M021,17795383
2025-01-08,M022,10239624
2025-01-08,M023,12185907
2025-01-08,M024,9957337
2025-01-08,M025,16770894
2025-01-08,M026,15080844
2025-01-08,M027,17461887
2025-01-08,M028,12938935
2025-01-08,M029,13962511
2025-01-08,M030,13095840
2025-01-08,M031,15344903
2025-01-08,M032,12039155
2025-01-08,M033,19605050
2025-01-08,M034,16651601
2025-01-08,M035,20743799
2025-01-08,M036,12227953
2025-01-08,M037,18435933
2025-01-08,M038,16026379
2025-01-08,M039,17293799
2025-01-08,M040,14493117
2025-01-08,M041,22490014
2025-01-08,M042,18859722
2025-01-08,M043,16797318
2025-01-08,M044,12995044
2025-01-08,M045,23850961
2025-01-08,M046,16462666
2025-01-08,M047,19270185
2025-01-08,M048,15770252
2025-01-09,M001,6619790
2025-01-09,M002,5822084
2025-01-09,M003,8755080
2025-01-09,M004,8975226
2025-01-09,M005,11834956
2025-01-09,M006,9745646
2025-01-09,M007,12737098
2025-01-09,M008,8496405
2025-01-09,M009,11780243
2025-01-09,M010,8103993
2025-01-09,M011,10358863
2025-01-09,M012,12522617
2025-01-09,M013,15149038
2025-01-09,M014,11434725
2025-01-09,M015,8756171
2025-01-09,M016,11016542
2025-01-09,M017,15062069
2025-01-09,M018,10993558
2025-01-09,M019,13878197
2025-01-09,M020,13856264
2025-01-09,M021,18811064
2025-01-09,M022,8414185
2025-01-09,M023,11699347
2025-01-09,M024,12350399
2025-01-09,M025,17346903
2025-01-09,M026,13229112
2025-01-09,M027,16452941
2025-01-09,M028,17712611
2025-01-09,M029,14714933
2025-01-09,M030,10561793
2025-01-09,M031,14832542
2025-01-09,M032,16069911
2025-01-09,M033,22176361
2025-01-09,M034,14582760
2025-01-09,M035,19395113
2025-01-09,M036,14693122
2025-01-09,M037,18100149
2025-01-09,M038,12035000
2025-01-09,M039,15787833
2025-01-09,M040,18387061
2025-01-09,M041,22060087
2025-01-09,M042,17890483
2025-01-09,M043,15155214
2025-01-09,M044,18759740
2025-01-09,M045,22173782
2025-01-09,M046,14344501
2025-01-09,M047,18312629
2025-01-09,M048,20344752
2025-01-10,M001,4312763
2025-01-10,M002,7585771
2025-01-10,M003,6599817
2025-01-10,M004,13611707
2025-01-10,M005,7107538
2025-01-10,M006,14192952
2025-01-10,M007,11456821
2025-01-10,M008,11929991
2025-01-10,M009,6662143
2025-01-10,M010,10253864
2025-01-10,M011,9565704
2025-01-10,M012,15779363
2025-01-10,M013,8470776
2025-01-10,M014,15659011
2025-01-10,M015,8041633
2025-01-10,M016,15890473
2025-01-10,M017,8229133
2025-01-10,M018,16017671
2025-01-10,M019,11288509
2025-01-10,M020,19188308
2025-01-10,M021,10005348
2025-01-10,M022,11746306
2025-01-10,M023,10778470
2025-01-10,M024,18070364
2025-01-10,M025,9603755
2025-01-10,M026,17783636
2025-01-10,M027,14801846
2025-01-10,M028,23470307
2025-01-10,M029,8818081
2025-01-10,M030,14658101
2025-01-10,M031,12158150
2025-01-10,M032,21590818
2025-01-10,M033,11112798
2025-01-10,M034,22200223
2025-01-10,M035,16618948
2025-01-10,M036,20941323
2025-01-10,M037,9622136
2025-01-10,M038,19150098
2025-01-10,M039,15061485
2025-01-10,M040,26194646
2025-01-10,M041,13847886
2025-01-10,M042,25627791
2025-01-10,M043,13959826
2025-01-10,M044,25978636
2025-01-10,M045,12106656
2025-01-10,M046,19141764
2025-01-10,M047,15310789
2025-01-10,M048,29654282
2025-01-11,M001,4584632
2025-01-11,M002,6925130
2025-01-11,M003,8689224
2025-01-11,M004,6899915
2025-01-11,M005,8424831
2025-01-11,M006,10699168
2025-01-11,M007,14343485
2025-01-11,M008,6290683
2025-01-11,M009,7730818
2025-01-11,M010,8837391
2025-01-11,M011,11479548
2025-01-11,M012,8768479
2025-01-11,M013,11330993
2025-01-11,M014,12682305
2025-01-11,M015,9098628
2025-01-11,M016,7925241
2025-01-11,M017,9649493
2025-01-11,M018,12055994
2025-01-11,M019,14015799
2025-01-11,M020,10737813
2025-01-11,M021,12509745
2025-01-11,M022,11037026
2025-01-11,M023,12668759
2025-01-11,M024,11042364
2025-01-11,M025,11536428
2025-01-11,M026,14402734
2025-01-11,M027,16930291
2025-01-11,M028,12214326
2025-01-11,M029,10833536
2025-01-11,M030,13345317
2025-01-11,M031,16064456
2025-01-11,M032,12487812
2025-01-11,M033,15444053
2025-01-11,M034,18176997
2025-01-11,M035,21316812
2025-01-11,M036,10907675
2025-01-11,M037,12782455
2025-01-11,M038,13895524
2025-01-11,M039,17334206
2025-01-11,M040,13572267
2025-01-11,M041,17213809
2025-01-11,M042,21350503
2025-01-11,M043,16882251
2025-01-11,M044,12889660
2025-01-11,M045,16159482
2025-01-11,M046,18240209
2025-01-11,M047,19449920
2025-01-11,M048,15832107
2025-01-12,M001,6061550
2025-01-12,M002,6390588
2025-01-12,M003,7007237
2025-01-12,M004,6605657
2025-01-12,M005,11382408
2025-01-12,M006,10061259
2025-01-12,M007,11262291
2025-01-12,M008,5449329
2025-01-12,M009,11174197
2025-01-12,M010,8676404
2025-01-12,M011,9244364
2025-01-12,M012,8016297
2025-01-12,M013,15298553
2025-01-12,M014,13077330
2025-01-12,M015,9213893
2025-01-12,M016,7085568
2025-01-12,M017,13939852
2025-01-12,M018,10536543
2025-01-12,M019,10979475
2025-01-12,M020,9296510
2025-01-12,M021,17883645
2025-01-12,M022,8805318
2025-01-12,M023,10014349
2025-01-12,M024,8804430
2025-01-12,M025,16546595
2025-01-12,M026,13829402
2025-01-12,M027,15693881
2025-01-12,M028,11121756
2025-01-12,M029,14391645
2025-01-12,M030,12270780
2025-01-12,M031,12971699
2025-01-12,M032,11463689
2025-01-12,M033,19692476
2025-01-12,M034,15502380
2025-01-12,M035,18874280
2025-01-12,M036,10347825
2025-01-12,M037,16824328
2025-01-12,M038,13033756
2025-01-12,M039,14108523
2025-01-12,M040,12920294
2025-01-12,M041,20238575
2025-01-12,M042,18739677
2025-01-12,M043,14523985
2025-01-12,M044,12252024
2025-01-12,M045,22418119
2025-01-12,M046,15175373
2025-01-12,M047,18311322
2025-01-12,M048,15140411
2025-01-13,M001,7579081
2025-01-13,M002,5865994
2025-01-13,M003,7812767
2025-01-13,M004,9902041
2025-01-13,M005,13209375
2025-01-13,M006,8840243
2025-01-13,M007,13190611
2025-01-13,M008,7812511
2025-01-13,M009,11855465
2025-01-13,M010,7935815
2025-01-13,M011,11262967
2025-01-13,M012,11407890
2025-01-13,M013,15874116
2025-01-13,M014,11590364
2025-01-13,M015,10042433
2025-01-13,M016,10506478
2025-01-13,M017,14199548
2025-01-13,M018,10067386
2025-01-13,M019,12111464
2025-01-13,M020,13591025
2025-01-13,M021,18775853
2025-01-13,M022,8997393
2025-01-13,M023,11446985
2025-01-13,M024,13401879
2025-01-13,M025,17332968
2025-01-13,M026,13200718
2025-01-13,M027,16896706
2025-01-13,M028,15974660
2025-01-13,M029,13715082
2025-01-13,M030,10065982
2025-01-13,M031,13532088
2025-01-13,M032,15799430
2025-01-13,M033,20696821
2025-01-13,M034,14003782
2025-01-13,M035,20800733
2025-01-13,M036,15767151
2025-01-13,M037,17253889
2025-01-13,M038,12993610
2025-01-13,M039,16842632
2025-01-13,M040,18420934
2025-01-13,M041,23623323
2025-01-13,M042,15625156
2025-01-13,M043,16672547
2025-01-13,M044,17887402
2025-01-13,M045,22462643
2025-01-13,M046,14695896
2025-01-13,M047,18960295
2025-01-13,M048,21340726
2025-01-14,M001,4323668
2025-01-14,M002,8139146
2025-01-14,M003,7238075
2025-01-14,M004,12973735
2025-01-14,M005,7032965
2025-01-14,M006,13039879
2025-01-14,M007,10868477
2025-01-14,M008,10886230
2025-01-14,M009,6509064
2025-01-14,M010,10182110
2025-01-14,M011,9416994
2025-01-14,M012,17891895
2025-01-14,M013,8387143
2025-01-14,M014,17545222
2025-01-14,M015,7552763
2025-01-14,M016,15210131
2025-01-14,M017,7895919
2025-01-14,M018,16287396
2025-01-14,M019,11527831
2025-01-14,M020,21040525
2025-01-14,M021,9887834
2025-01-14,M022,11547719
2025-01-14,M023,10018897
2025-01-14,M024,19442624
2025-01-14,M025,9369186
2025-01-14,M026,16953282
2025-01-14,M027,14807315
2025-01-14,M028,21573401
2025-01-14,M029,8583103
2025-01-14,M030,14578520
2025-01-14,M031,11985016
2025-01-14,M032,23179227
2025-01-14,M033,10801253
2025-01-14,M034,21798192
2025-01-14,M035,17473006
2025-01-14,M036,20691138
2025-01-14,M037,9707638
2025-01-14,M038,19184147
2025-01-14,M039,14634936
2025-01-14,M040,23796889
2025-01-14,M041,13517019
2025-01-14,M042,22580952
2025-01-14,M043,13315590
2025-01-14,M044,26427188
2025-01-14,M045,13117374
2025-01-14,M046,19809701
2025-01-14,M047,17011575
2025-01-14,M048,27496206
2025-01-15,M001,5523755
2025-01-15,M002,7234575
2025-01-15,M003,9476517
2025-01-15,M004,8104838
2025-01-15,M005,10617846
2025-01-15,M006,13160155
2025-01-15,M007,15810040
2025-01-15,M008,6867698
2025-01-15,M009,8793361
2025-01-15,M010,10737217
2025-01-15,M011,12815879
2025-01-15,M012,9399231
2025-01-15,M013,11493188
2025-01-15,M014,15336578
2025-01-15,M015,10802662
2025-01-15,M016,9916849
2025-01-15,M017,11044227
2025-01-15,M018,13814900
2025-01-15,M019,13652192
2025-01-15,M020,12486717
2025-01-15,M021,13888794
2025-01-15,M022,10900971
2025-01-15,M023,13488734
2025-01-15,M024,11293577
2025-01-15,M025,14154271
2025-01-15,M026,17320400
2025-01-15,M027,18909308
2025-01-15,M028,15130317
2025-01-15,M029,10963644
2025-01-15,M030,15132925
2025-01-15,M031,15966917
2025-01-15,M032,13081618
2025-01-15,M033,16623204
2025-01-15,M034,19171739
2025-01-15,M035,21267923
2025-01-15,M036,12946884
2025-01-15,M037,12616253
2025-01-15,M038,17293794
2025-01-15,M039,18812681
2025-01-15,M040,16523660
2025-01-15,M041,18926168
2025-01-15,M042,21725448
2025-01-15,M043,16876728
2025-01-15,M044,14685835
2025-01-15,M045,16648566
2025-01-15,M046,19115554
2025-01-15,M047,22673105
2025-01-15,M048,16771812
2025-01-16,M001,7282658
2025-01-16,M002,6514962
2025-01-16,M003,8590426
2025-01-16,M004,7186781
2025-01-16,M005,12548114
2025-01-16,M006,11838951
2025-01-16,M007,12089318
2025-01-16,M008,6440878
2025-01-16,M009,10889310
2025-01-16,M010,9494830
2025-01-16,M011,11064238
2025-01-16,M012,8951120
2025-01-16,M013,16384610
2025-01-16,M014,14249601
2025-01-16,M015,10232815
2025-01-16,M016,7741141
2025-01-16,M017,15995864
2025-01-16,M018,13045201
2025-01-16,M019,12089685
2025-01-16,M020,10460281
2025-01-16,M021,18818351
2025-01-16,M022,10559890
2025-01-16,M023,12435723
2025-01-16,M024,10820963
2025-01-16,M025,19346222
2025-01-16,M026,15327268
2025-01-16,M027,16105894
2025-01-16,M028,13143310
2025-01-16,M029,14282694
2025-01-16,M030,12010093
2025-01-16,M031,14645244
2025-01-16,M032,12217534
2025-01-16,M033,20423028
2025-01-16,M034,18375076
2025-01-16,M035,18282703
2025-01-16,M036,12194767
2025-01-16,M037,17265777
2025-01-16,M038,13897274
2025-01-16,M039,17212470
2025-01-16,M040,13370429
2025-01-16,M041,25962876
2025-01-16,M042,20658204
2025-01-16,M043,15934828
2025-01-16,M044,13280973
2025-01-16,M045,24406372
2025-01-16,M046,17868980
2025-01-16,M047,18436282
2025-01-16,M048,16907217
2025-01-17,M001,7260771
2025-01-17,M002,5700458
2025-01-17,M003,8287424
2025-01-17,M004,9453361
2025-01-17,M005,13250095
2025-01-17,M006,9660279
2025-01-17,M007,13372727
2025-01-17,M008,8282181
2025-01-17,M009,11110941
2025-01-17,M010,7728391
2025-01-17,M011,10641945
2025-01-17,M012,11183907
2025-01-17,M013,16560676
2025-01-17,M014,11886323
2025-01-17,M015,8883827
2025-01-17,M016,10185677
2025-01-17,M017,14807748
2025-01-17,M018,10760911
2025-01-17,M019,13654559
2025-01-17,M020,14625862
2025-01-17,M021,19235644
2025-01-17,M022,8336458
2025-01-17,M023,12869570
2025-01-17,M024,13522603
2025-01-17,M025,16787210
2025-01-17,M026,12191894
2025-01-17,M027,16356700
2025-01-17,M028,16291590
2025-01-17,M029,13469252
2025-01-17,M030,10324871
2025-01-17,M031,15102489
2025-01-17,M032,15287168
2025-01-17,M033,19156580
2025-01-17,M034,15400195
2025-01-17,M035,21135750
2025-01-17,M036,15130174
2025-01-17,M037,17369849
2025-01-17,M038,12002270
2025-01-17,M039,15896292
2025-01-17,M040,19300390
2025-01-17,M041,24286575
2025-01-17,M042,16229186
2025-01-17,M043,15360751
2025-01-17,M044,17875295
2025-01-17,M045,23273316
2025-01-17,M046,15308306
2025-01-17,M047,20164399
2025-01-17,M048,21026700
2025-01-18,M001,3357479
2025-01-18,M002,7473213
2025-01-18,M003,5871734
2025-01-18,M004,11379999
2025-01-18,M005,6197957
2025-01-18,M006,12747655
2025-01-18,M007,10157428
2025-01-18,M008,10523892
2025-01-18,M009,5420707
2025-01-18,M010,9034990
2025-01-18,M011,8024706
2025-01-18,M012,15722966
2025-01-18,M013,8210799
2025-01-18,M014,14124762
2025-01-18,M015,7310003
2025-01-18,M016,13116859
2025-01-18,M017,7568284
2025-01-18,M018,14205455
2025-01-18,M019,10501177
2025-01-18,M020,18079808
2025-01-18,M021,10165326
2025-01-18,M022,11960496
2025-01-18,M023,8869757
2025-01-18,M024,15720095
2025-01-18,M025,9066850
2025-01-18,M026,16834949
2025-01-18,M027,12602205
2025-01-18,M028,20015278
2025-01-18,M029,7214633
2025-01-18,M030,14615397
2025-01-18,M031,10255072
2025-01-18,M032,20964146
2025-01-18,M033,10266855
2025-01-18,M034,19357936
2025-01-18,M035,14804116
2025-01-18,M036,18117513
2025-01-18,M037,8218041
2025-01-18,M038,17444385
2025-01-18,M039,13300824
2025-01-18,M040,24029020
2025-01-18,M041,12583551
2025-01-18,M042,22990008
2025-01-18,M043,11530445
2025-01-18,M044,20585869
2025-01-18,M045,11091957
2025-01-18,M046,17273838
2025-01-18,M047,14169940
2025-01-18,M048,26918334
2025-01-19,M001,4761865
2025-01-19,M002,6350406
2025-01-19,M003,8882004
2025-01-19,M004,7544791
2025-01-19,M005,8233171
2025-01-19,M006,11856744
2025-01-19,M007,14079075
2025-01-19,M008,6345771
2025-01-19,M009,7663860
2025-01-19,M010,9132564
2025-01-19,M011,10918190
2025-01-19,M012,9063257
2025-01-19,M013,10420984
2025-01-19,M014,13264397
2025-01-19,M015,9676628
2025-01-19,M016,8310613
2025-01-19,M017,9669484
2025-01-19,M018,11915085
2025-01-19,M019,13847641
2025-01-19,M020,11282727
2025-01-19,M021,13412963
2025-01-19,M022,10884900
2025-01-19,M023,11573486
2025-01-19,M024,9653576
2025-01-19,M025,12195009
2025-01-19,M026,16189327
2025-01-19,M027,18740360
2025-01-19,M028,12652717
2025-01-19,M029,9369585
2025-01-19,M030,13270341
2025-01-19,M031,14963355
2025-01-19,M032,12155677
2025-01-19,M033,14405993
2025-01-19,M034,16377330
2025-01-19,M035,19114064
2025-01-19,M036,11378308
2025-01-19,M037,11991433
2025-01-19,M038,16221664
2025-01-19,M039,17411060
2025-01-19,M040,14579079
2025-01-19,M041,16339755
2025-01-19,M042,19211793
2025-01-19,M043,15406598
2025-01-19,M044,14002436
2025-01-19,M045,14875296
2025-01-19,M046,18445813
2025-01-19,M047,19229890
2025-01-19,M048,15788019
2025-01-20,M001,7699449
2025-01-20,M002,6957030
2025-01-20,M003,8681721
2025-01-20,M004,7163520
2025-01-20,M005,12342767
2025-01-20,M006,10400264
2025-01-20,M007,12468581
2025-01-20,M008,6753424
2025-01-20,M009,10665277
2025-01-20,M010,8645819
2025-01-20,M011,9893209
2025-01-20,M012,9794479
2025-01-20,M013,16428925
2025-01-20,M014,13970210
2025-01-20,M015,9699636
2025-01-20,M016,8313832
2025-01-20,M017,14795376
2025-01-20,M018,11729710
2025-01-20,M019,13500941
2025-01-20,M020,10406662
2025-01-20,M021,19834529
2025-01-20,M022,10528816
2025-01-20,M023,11576720
2025-01-20,M024,10701565
2025-01-20,M025,18301027
2025-01-20,M026,15121623
2025-01-20,M027,17696706
2025-01-20,M028,12613488
2025-01-20,M029,14110089
2025-01-20,M030,12566571
2025-01-20,M031,15433189
2025-01-20,M032,12604341
2025-01-20,M033,21954129
2025-01-20,M034,16738277
2025-01-20,M035,20585692
2025-01-20,M036,10986436
2025-01-20,M037,17652433
2025-01-20,M038,14791046
2025-01-20,M039,17987910
2025-01-20,M040,13116861
2025-01-20,M041,23353428
2025-01-20,M042,20757135
2025-01-20,M043,16635564
2025-01-20,M044,13280584
2025-01-20,M045,24266551
2025-01-20,M046,15902169
2025-01-20,M047,20645282
2025-01-20,M048,16823628
2025-01-21,M001,7567348
2025-01-21,M002,6089107
2025-01-21,M003,8420043
2025-01-21,M004,9230867
2025-01-21,M005,12523613
2025-01-21,M006,9900076
2025-01-21,M007,13222564
2025-01-21,M008,7957776
2025-01-21,M009,10818995
2025-01-21,M010,7815094
2025-01-21,M011,11217385
2025-01-21,M012,11258709
2025-01-21,M013,15491138
2025-01-21,M014,11089166
2025-01-21,M015,9340834
2025-01-21,M016,11109829
2025-01-21,M017,15002124
2025-01-21,M018,10314416
2025-01-21,M019,13410608
2025-01-21,M020,15337763
2025-01-21,M021,19789875
2025-01-21,M022,8509562
2025-01-21,M023,12747242
2025-01-21,M024,13181317
2025-01-21,M025,16810936
2025-01-21,M026,12839139
2025-01-21,M027,16522593
2025-01-21,M028,16475392
2025-01-21,M029,15550191
2025-01-21,M030,10562528
2025-01-21,M031,14140987
2025-01-21,M032,16426443
2025-01-21,M033,21125633
2025-01-21,M034,14926286
2025-01-21,M035,18734868
2025-01-21,M036,13774181
2025-01-21,M037,17320690
2025-01-21,M038,12659261
