date,traffic_id,available_impressions
2025-03-15,T03,163119674
2025-03-15,T04,194631429
2025-03-16,T01,236647825
2025-03-16,T02,203881203
2025-03-16,T03,160192374
2025-03-16,T04,191138628
2025-03-17,T01,263060876
2025-03-17,T02,226637062
2025-03-17,T03,178071978
2025-03-17,T04,212472246
2025-03-18,T01,266780943
2025-03-18,T02,229842043
2025-03-18,T03,180590177
2025-03-18,T04,215476915
2025-03-19,T01,268434308
2025-03-19,T02,231266480
2025-03-19,T03,181709377
2025-03-19,T04,216812325
2025-03-20,T01,260358075
2025-03-20,T02,224308496
2025-03-20,T03,176242389
2025-03-20,T04,210289215
2025-03-21,T01,268301559
2025-03-21,T02,231152112
2025-03-21,T03,181619517
2025-03-21,T04,216705105
2025-03-22,T01,243089432
2025-03-22,T02,209430895
2025-03-22,T03,164552846
2025-03-22,T04,196341464
2025-03-23,T01,237902456
2025-03-23,T02,204962116
2025-03-23,T03,161041662
2025-03-23,T04,192151983
2025-03-24,T01,264121225
2025-03-24,T02,227550594
2025-03-24,T03,178789752
2025-03-24,T04,213328682
2025-03-25,T01,266358427
2025-03-25,T02,229478029
2025-03-25,T03,180304166
2025-03-25,T04,215135652
2025-03-26,T01,273069960
2025-03-26,T02,235260273
2025-03-26,T03,184847357
2025-03-26,T04,220556506
2025-03-27,T01,271973313
2025-03-27,T02,234315469
2025-03-27,T03,184105011
2025-03-27,T04,219670752
2025-03-28,T01,262959449
2025-03-28,T02,226549679
2025-03-28,T03,178003319
2025-03-28,T04,212390324
2025-03-29,T01,240127655
2025-03-29,T02,206879210
2025-03-29,T03,162547951
2025-03-29,T04,193949259
2025-03-30,T01,243932168
2025-03-30,T02,210156944
2025-03-30,T03,165123313
2025-03-30,T04,197022135
2025-03-31,T01,264924190
2025-03-31,T02,228242379
2025-03-31,T03,179333297
2025-03-31,T04,213977230
2025-04-01,T01,268347839
2025-04-01,T02,231191984
2025-04-01,T03,181650845
2025-04-01,T04,216742485
2025-04-02,T01,276036603
2025-04-02,T02,237816150
2025-04-02,T03,186855547
2025-04-02,T04,222952641
2025-04-03,T01,267308337
2025-04-03,T02,230296413
2025-04-03,T03,180947182
2025-04-03,T04,215902888
2025-04-04,T01,265642844
2025-04-04,T02,228861527
2025-04-04,T03,179819771
2025-04-04,T04,214557682
2025-04-05,T01,241392698
2025-04-05,T02,207969094
2025-04-05,T03,163404288
2025-04-05,T04,194971025
2025-04-06,T01,247766847
2025-04-06,T02,213460668
2025-04-06,T03,167719096
2025-04-06,T04,200119376
2025-04-07,T01,266525696
2025-04-07,T02,229622138
2025-04-07,T03,180417394
2025-04-07,T04,215270754
2025-04-08,T01,264640692
2025-04-08,T02,227998134
2025-04-08,T03,179141391
2025-04-08,T04,213748251
2025-04-09,T01,264532790
2025-04-09,T02,227905173
2025-04-09,T03,179068350
2025-04-09,T04,213661099
2025-04-10,T01,273083531
2025-04-10,T02,235271965
2025-04-10,T03,184856544
2025-04-10,T04,220567467
2025-04-11,T01,264001617
2025-04-11,T02,227447547
2025-04-11,T03,178708787
2025-04-11,T04,213232075
2025-04-12,T01,239772625
2025-04-12,T02,206573338
2025-04-12,T03,162307623
2025-04-12,T04,193662505
2025-04-13,T01,241708616
2025-04-13,T02,208241269
2025-04-13,T03,163618140
2025-04-13,T04,195226190
2025-04-14,T01,269532299
2025-04-14,T02,232212442
2025-04-14,T03,182452633
2025-04-14,T04,217699165
2025-04-15,T01,267787609
2025-04-15,T02,230709324
2025-04-15,T03,181271612
2025-04-15,T04,216289992
2025-04-16,T01,262515133
2025-04-16,T02,226166884
2025-04-16,T03,177702551
2025-04-16,T04,212031453
2025-04-17,T01,267771892
2025-04-17,T02,230695783
2025-04-17,T03,181260973
2025-04-17,T04,216277297
2025-04-18,T01,274546286
2025-04-18,T02,236532184
2025-04-18,T03,185846716
2025-04-18,T04,221748923
2025-04-19,T01,239645557
2025-04-19,T02,206463864
2025-04-19,T03,162221607
2025-04-19,T04,193559872
2025-04-20,T01,241680477
2025-04-20,T02,208217026
2025-04-20,T03,163599092
2025-04-20,T04,195203462
2025-04-21,T01,269780167
2025-04-21,T02,232425990
2025-04-21,T03,182620420
2025-04-21,T04,217899365
2025-04-22,T01,272877895
2025-04-22,T02,235094802
2025-04-22,T03,184717344
2025-04-22,T04,220401376
2025-04-23,T01,267213579
2025-04-23,T02,230214776
2025-04-23,T03,180883038
2025-04-23,T04,215826352
2025-04-24,T01,263652123
2025-04-24,T02,227146444
2025-04-24,T03,178472206
2025-04-24,T04,212949791
2025-04-25,T01,266556232
2025-04-25,T02,229648446
2025-04-25,T03,180438065
2025-04-25,T04,215295418
2025-04-26,T01,245212622
2025-04-26,T02,211260105
2025-04-26,T03,165990082
2025-04-26,T04,198056348
2025-04-27,T01,240787557
2025-04-27,T02,207447741
2025-04-27,T03,162994654
2025-04-27,T04,194482257
2025-04-28,T01,262795619
2025-04-28,T02,226408533
2025-04-28,T03,177892419
2025-04-28,T04,212258000
2025-04-29,T01,267450991
2025-04-29,T02,230419316
2025-04-29,T03,181043748
2025-04-29,T04,216018108
2025-04-30,T01,277423274
2025-04-30,T02,239010821
2025-04-30,T03,187794216
2025-04-30,T04,224072644
2025-05-01,T01,263835279
2025-05-01,T02,227304241
2025-05-01,T03,178596189
2025-05-01,T04,213097726
2025-05-02,T01,274280050
2025-05-02,T02,236302812
2025-05-02,T03,185666495
2025-05-02,T04,221533887
2025-05-03,T01,239722059
2025-05-03,T02,206529774
2025-05-03,T03,162273394
2025-05-03,T04,193621663
2025-05-04,T01,233586286
2025-05-04,T02,201243570
2025-05-04,T03,158119947
2025-05-04,T04,188665846
2025-05-05,T01,266392017
2025-05-05,T02,229506969
2025-05-05,T03,180326904
2025-05-05,T04,215162783
2025-05-06,T01,270401037
2025-05-06,T02,232960893
2025-05-06,T03,183040702
2025-05-06,T04,218400837
2025-05-07,T01,265597841
2025-05-07,T02,228822756
2025-05-07,T03,179789308
2025-05-07,T04,214521333
2025-05-08,T01,264497664
2025-05-08,T02,227874911
2025-05-08,T03,179044572
2025-05-08,T04,213632729
2025-05-09,T01,266016759
2025-05-09,T02,229183669
2025-05-09,T03,180072883
2025-05-09,T04,214859689
2025-05-10,T01,244189693
2025-05-10,T02,210378813
2025-05-10,T03,165297638
2025-05-10,T04,197230137
2025-05-11,T01,237740050
2025-05-11,T02,204822197
2025-05-11,T03,160931726
2025-05-11,T04,192020809
2025-05-12,T01,261904796
2025-05-12,T02,225641055
2025-05-12,T03,177289400
2025-05-12,T04,211538489
2025-05-13,T01,269433884
2025-05-13,T02,232127654
2025-05-13,T03,182386013
2025-05-13,T04,217619675
2025-05-14,T01,272064162
2025-05-14,T02,234393740
2025-05-14,T03,184166510
2025-05-14,T04,219744131
2025-05-15,T01,266667948
2025-05-15,T02,229744694
2025-05-15,T03,180513688
2025-05-15,T04,215385651
2025-05-16,T01,264929829
2025-05-16,T02,228247237
2025-05-16,T03,179337115
2025-05-16,T04,213981785
2025-05-17,T01,239870735
2025-05-17,T02,206657864
2025-05-17,T03,162374036
2025-05-17,T04,193741748
2025-05-18,T01,244686746
2025-05-18,T02,210807042
2025-05-18,T03,165634104
2025-05-18,T04,197631602
2025-05-19,T01,264195436
2025-05-19,T02,227614530
2025-05-19,T03,178839987
2025-05-19,T04,213388621
2025-05-20,T01,263428712
2025-05-20,T02,226953968
2025-05-20,T03,178320974
2025-05-20,T04,212769345
2025-05-21,T01,263090453
2025-05-21,T02,226662544
2025-05-21,T03,178091999
2025-05-21,T04,212496135
2025-05-22,T01,271644830
2025-05-22,T02,234032469
2025-05-22,T03,183882654
2025-05-22,T04,219405440
2025-05-23,T01,266419431
2025-05-23,T02,229530586
2025-05-23,T03,180345461
2025-05-23,T04,215184925
2025-05-24,T01,236633159
2025-05-24,T02,203868568
2025-05-24,T03,160182446
2025-05-24,T04,191126783
2025-05-25,T01,238889748
2025-05-25,T02,205812706
2025-05-25,T03,161709983
2025-05-25,T04,192949412
2025-05-26,T01,271365531
2025-05-26,T02,233791842
2025-05-26,T03,183693590
2025-05-26,T04,219179852
2025-05-27,T01,267386045
2025-05-27,T02,230363362
2025-05-27,T03,180999784
2025-05-27,T04,215965652
2025-05-28,T01,264559045
2025-05-28,T02,227927792
2025-05-28,T03,179086122
2025-05-28,T04,213682305
2025-05-29,T01,270715693
2025-05-29,T02,233231982
2025-05-29,T03,183253700
2025-05-29,T04,218654983
2025-05-30,T01,274218562
2025-05-30,T02,236249838
2025-05-30,T03,185624873
2025-05-30,T04,221484223
2025-05-31,T01,237231839
2025-05-31,T02,204384353
2025-05-31,T03,160587706
2025-05-31,T04,191610331
2025-06-01,T01,283636851
2025-06-01,T02,244364056
2025-06-01,T03,192000330
2025-06-01,T04,229091302
2025-06-02,T01,322676952
2025-06-02,T02,277998605
2025-06-02,T03,218427475
2025-06-02,T04,260623692
2025-06-03,T01,315870298
2025-06-03,T02,272134410
2025-06-03,T03,213819894
2025-06-03,T04,255126010
2025-06-04,T01,311400449
2025-06-04,T02,268283464
2025-06-04,T03,210794150
2025-06-04,T04,251515747
2025-06-05,T01,314633751
2025-06-05,T02,271069078
2025-06-05,T03,212982847
2025-06-05,T04,254127261
2025-06-06,T01,327452560
2025-06-06,T02,282112974
2025-06-06,T03,221660194
2025-06-06,T04,264480913
2025-06-07,T01,283798662
2025-06-07,T02,244503463
2025-06-07,T03,192109863
2025-06-07,T04,229221996
2025-06-08,T01,281303301
2025-06-08,T02,242353613
2025-06-08,T03,190420696
2025-06-08,T04,227206512
2025-06-09,T01,316218728
2025-06-09,T02,272434596
2025-06-09,T03,214055754
2025-06-09,T04,255407434
2025-06-10,T01,322709864
2025-06-10,T02,278026959
2025-06-10,T03,218449754
2025-06-10,T04,260650274
2025-06-11,T01,318702130
2025-06-11,T02,274574143
2025-06-11,T03,215736827
2025-06-11,T04,257413259
2025-06-12,T01,311513703
2025-06-12,T02,268381036
2025-06-12,T03,210870814
2025-06-12,T04,251607221
2025-06-13,T01,319441389
2025-06-13,T02,275211042
2025-06-13,T03,216237248
2025-06-13,T04,258010352
2025-06-14,T01,290683055
2025-06-14,T02,250434632
2025-06-14,T03,196770068
2025-06-14,T04,234782467
2025-06-15,T01,288792148
2025-06-15,T02,248805543
2025-06-15,T03,195490069
2025-06-15,T04,233255196
2025-06-16,T01,312238563
2025-06-16,T02,269005531
2025-06-16,T03,211361489
2025-06-16,T04,252192685
2025-06-17,T01,317071858
2025-06-17,T02,273169601
2025-06-17,T03,214633258
2025-06-17,T04,256096501
2025-06-18,T01,327568489
2025-06-18,T02,282212852
2025-06-18,T03,221738669
2025-06-18,T04,264574549
2025-06-19,T01,315239695
2025-06-19,T02,271591122
2025-06-19,T03,213393024
2025-06-19,T04,254616677
2025-06-20,T01,312804617
2025-06-20,T02,269493208
2025-06-20,T03,211744663
2025-06-20,T04,252649883
2025-06-21,T01,234875432
2025-06-21,T02,202354219
2025-06-21,T03,158992600
2025-06-21,T04,189707080
2025-06-22,T01,240135646
2025-06-22,T02,206886095
2025-06-22,T03,162553360
2025-06-22,T04,193955714
2025-06-23,T01,259811322
2025-06-23,T02,223837446
2025-06-23,T03,175872279
2025-06-23,T04,209847606
2025-06-24,T01,255990271
2025-06-24,T02,220545464
2025-06-24,T03,173285722
2025-06-24,T04,206761373
2025-06-25,T01,259331703
2025-06-25,T02,223424236
2025-06-25,T03,175547614
2025-06-25,T04,209460221
2025-06-26,T01,266133403
2025-06-26,T02,229284163
2025-06-26,T03,180151842
2025-06-26,T04,214953903
2025-06-27,T01,256141346
2025-06-27,T02,220675621
2025-06-27,T03,173387988
2025-06-27,T04,206883395
2025-06-28,T01,232195664
2025-06-28,T02,200045495
2025-06-28,T03,157178603
2025-06-28,T04,187542652
2025-06-29,T01,234999097
2025-06-29,T02,202460760
2025-06-29,T03,159076311
2025-06-29,T04,189806963
2025-06-30,T01,264648601
2025-06-30,T02,228004948
2025-06-30,T03,179146745
2025-06-30,T04,213754639
2025-07-01,T01,251041398
2025-07-01,T02,216281820
2025-07-01,T03,169935715
2025-07-01,T04,202764206
2025-07-02,T01,254102777
2025-07-02,T02,218919316
2025-07-02,T03,172008034
2025-07-02,T04,205236858
2025-07-03,T01,249223434
2025-07-03,T02,214715574
2025-07-03,T03,168705094
2025-07-03,T04,201295850
2025-07-04,T01,247526347
2025-07-04,T02,213253468
2025-07-04,T03,167556297
2025-07-04,T04,199925127
2025-07-05,T01,226174023
2025-07-05,T02,194857620
2025-07-05,T03,153102416
2025-07-05,T04,182679019
2025-07-06,T01,229429605
2025-07-06,T02,197662429
2025-07-06,T03,155306194
2025-07-06,T04,185308527
2025-07-07,T01,250765829
2025-07-07,T02,216044407
2025-07-07,T03,169749177
2025-07-07,T04,202541631
2025-07-08,T01,250218527
2025-07-08,T02,215572885
2025-07-08,T03,169378695
2025-07-08,T04,202099580
2025-07-09,T01,251368093
2025-07-09,T02,216563280
2025-07-09,T03,170156863
2025-07-09,T04,203028075
2025-07-10,T01,274994956
2025-07-10,T02,236918731
2025-07-10,T03,186150432
2025-07-10,T04,222111311
2025-07-11,T01,270246447
2025-07-11,T02,232827708
2025-07-11,T03,182936056
2025-07-11,T04,218275976
2025-07-12,T01,241049726
2025-07-12,T02,207673610
2025-07-12,T03,163172122
2025-07-12,T04,194694009
2025-07-13,T01,243681667
2025-07-13,T02,209941129
2025-07-13,T03,164953744
2025-07-13,T04,196819808
2025-07-14,T01,277278591
2025-07-14,T02,238886170
2025-07-14,T03,187696277
2025-07-14,T04,223955785
2025-07-15,T01,271008279
2025-07-15,T02,233484055
2025-07-15,T03,183451758
2025-07-15,T04,218891302
2025-07-16,T01,264210837
2025-07-16,T02,227627798
2025-07-16,T03,178850413
2025-07-16,T04,213401061
2025-07-17,T01,271324311
2025-07-17,T02,233756329
2025-07-17,T03,183665687
2025-07-17,T04,219146559
2025-07-18,T01,276065120
2025-07-18,T02,237840719
2025-07-18,T03,186874850
2025-07-18,T04,222975674
2025-07-19,T01,245109511
2025-07-19,T02,211171271
2025-07-19,T03,165920284
2025-07-19,T04,197973067
2025-07-20,T01,242755788
2025-07-20,T02,209143448
2025-07-20,T03,164326995
2025-07-20,T04,196071983
2025-07-21,T01,271048840
2025-07-21,T02,233519001
2025-07-21,T03,183479215
2025-07-21,T04,218924063
2025-07-22,T01,278231459
2025-07-22,T02,239707103
2025-07-22,T03,188341295
2025-07-22,T04,224725409
2025-07-23,T01,272752581
2025-07-23,T02,234986839
2025-07-23,T03,184632516
2025-07-23,T04,220300162
2025-07-24,T01,269898971
2025-07-24,T02,232528344
2025-07-24,T03,182700842
2025-07-24,T04,217995323
2025-07-25,T01,272358202
2025-07-25,T02,234647066
2025-07-25,T03,184365552
2025-07-25,T04,219981624
2025-07-26,T01,252155797
2025-07-26,T02,217241917
2025-07-26,T03,170690077
2025-07-26,T04,203664297
2025-07-27,T01,246352012
2025-07-27,T02,212241734
2025-07-27,T03,166761362
2025-07-27,T04,198976625
2025-07-28,T01,269076857
2025-07-28,T02,231820061
2025-07-28,T03,182144334
2025-07-28,T04,217331307
2025-07-29,T01,269386434
2025-07-29,T02,232086774
2025-07-29,T03,182353893
2025-07-29,T04,217581350
2025-07-30,T01,278787390
2025-07-30,T02,240186059
2025-07-30,T03,188717618
2025-07-30,T04,225174430
2025-07-31,T01,270161233
2025-07-31,T02,232754293
2025-07-31,T03,182878373
2025-07-31,T04,218207149
2025-08-01,T01,242804091
2025-08-01,T02,209185063
2025-08-01,T03,164359692
2025-08-01,T04,196110997
2025-08-02,T01,222845953
2025-08-02,T02,191990359
2025-08-02,T03,150849568
2025-08-02,T04,179990962
2025-08-03,T01,217279894
2025-08-03,T02,187194986
2025-08-03,T03,147081774
2025-08-03,T04,175495299
2025-08-04,T01,238818776
2025-08-04,T02,205751561
2025-08-04,T03,161661941
2025-08-04,T04,192892088
2025-08-05,T01,239295319
2025-08-05,T02,206162121
2025-08-05,T03,161984523
2025-08-05,T04,193276988
2025-08-06,T01,247879366
2025-08-06,T02,213557608
2025-08-06,T03,167795263
2025-08-06,T04,200210257
2025-08-07,T01,243177800
2025-08-07,T02,209507028
2025-08-07,T03,164612665
2025-08-07,T04,196412839
2025-08-08,T01,240655616
2025-08-08,T02,207334069
2025-08-08,T03,162905340
2025-08-08,T04,194375690
2025-08-09,T01,214912455
2025-08-09,T02,185155346
2025-08-09,T03,145479200
2025-08-09,T04,173583137
2025-08-10,T01,221804474
2025-08-10,T02,191093085
2025-08-10,T03,150144567
2025-08-10,T04,179149767
2025-08-11,T01,245257386
2025-08-11,T02,211298671
2025-08-11,T03,166020384
2025-08-11,T04,198092504
2025-08-12,T01,238181242
2025-08-12,T02,205202300
2025-08-12,T03,161230379
2025-08-12,T04,192377157
2025-08-13,T01,243458029
2025-08-13,T02,209748455
2025-08-13,T03,164802358
2025-08-13,T04,196639177
2025-08-14,T01,248569052
2025-08-14,T02,214151799
2025-08-14,T03,168262127
2025-08-14,T04,200767311
2025-08-15,T01,242368008
2025-08-15,T02,208809361
2025-08-15,T03,164064498
2025-08-15,T04,195758776
2025-08-16,T01,217036777
2025-08-16,T02,186985531
2025-08-16,T03,146917203
2025-08-16,T04,175298935
2025-08-17,T01,218729304
2025-08-17,T02,188443708
2025-08-17,T03,148062913
2025-08-17,T04,176665976
2025-08-18,T01,248920166
2025-08-18,T02,214454297
2025-08-18,T03,168499804
2025-08-18,T04,201050903
2025-08-19,T01,241867731
2025-08-19,T02,208378353
2025-08-19,T03,163725848
2025-08-19,T04,195354706
2025-08-20,T01,236815882
2025-08-20,T02,204025991
2025-08-20,T03,160306136
2025-08-20,T04,191274366
2025-08-21,T01,242410590
2025-08-21,T02,208846047
2025-08-21,T03,164093323
2025-08-21,T04,195793169
2025-08-22,T01,246860318
2025-08-22,T02,212679658
2025-08-22,T03,167105446
2025-08-22,T04,199387180
2025-08-23,T01,216594635
2025-08-23,T02,186604608
2025-08-23,T03,146617906
2025-08-23,T04,174941820
2025-08-24,T01,215066558
2025-08-24,T02,185288111
2025-08-24,T03,145583516
2025-08-24,T04,173707604
2025-08-25,T01,242111351
2025-08-25,T02,208588241
2025-08-25,T03,163890761
2025-08-25,T04,195551476
2025-08-26,T01,243907664
2025-08-26,T02,210135833
2025-08-26,T03,165106726
2025-08-26,T04,197002344
2025-08-27,T01,240467563
2025-08-27,T02,207172054
2025-08-27,T03,162778042
2025-08-27,T04,194223800
2025-08-28,T01,236686056
2025-08-28,T02,203914140
2025-08-28,T03,160218253
2025-08-28,T04,191169507
2025-08-29,T01,242399880
2025-08-29,T02,208836819
2025-08-29,T03,164086072
2025-08-29,T04,195784518
2025-08-30,T01,224032498
2025-08-30,T02,193012614
2025-08-30,T03,151652768
2025-08-30,T04,180949325
2025-08-31,T01,218611700
2025-08-31,T02,188342388
2025-08-31,T03,147983304
2025-08-31,T04,176570988
2025-09-01,T01,234799736
2025-09-01,T02,202289003
2025-09-01,T03,158941360
2025-09-01,T04,189645941
2025-09-02,T01,237445654
2025-09-02,T02,204568563
2025-09-02,T03,160732443
2025-09-02,T04,191783028
2025-09-03,T01,235300027
2025-09-03,T02,202720023
2025-09-03,T03,159280018
2025-09-03,T04,190050022
2025-09-04,T01,231257783
2025-09-04,T02,199237475
2025-09-04,T03,156543730
2025-09-04,T04,186785133
2025-09-05,T01,235853978
2025-09-05,T02,203197273
2025-09-05,T03,159655000
2025-09-05,T04,190497444
2025-09-06,T01,217779640
2025-09-06,T02,187625536
2025-09-06,T03,147420064
2025-09-06,T04,175898940
2025-09-07,T01,213568429
2025-09-07,T02,183997415
