date,merchant_id,clicks
2025-01-05,M024,476591
2025-01-05,M025,463448
2025-01-05,M026,401600
2025-01-05,M027,543569
2025-01-05,M028,531665
2025-01-05,M029,481568
2025-01-05,M030,408273
2025-01-05,M031,388048
2025-01-05,M032,465228
2025-01-05,M033,617643
2025-01-05,M034,493873
2025-01-05,M035,682292
2025-01-05,M036,510021
2025-01-05,M037,507856
2025-01-05,M038,368485
2025-01-05,M039,530901
2025-01-05,M040,651065
2025-01-05,M041,822761
2025-01-05,M042,581317
2025-01-05,M043,464247
2025-01-05,M044,525799
2025-01-05,M045,741484
2025-01-05,M046,460762
2025-01-05,M047,722052
2025-01-05,M048,699474
2025-01-06,M001,119569
2025-01-06,M002,263349
2025-01-06,M003,238515
2025-01-06,M004,480482
2025-01-06,M005,266426
2025-01-06,M006,586746
2025-01-06,M007,341341
2025-01-06,M008,376232
2025-01-06,M009,220825
2025-01-06,M010,391159
2025-01-06,M011,358363
2025-01-06,M012,633413
2025-01-06,M013,291592
2025-01-06,M014,528327
2025-01-06,M015,281017
2025-01-06,M016,602713
2025-01-06,M017,316609
2025-01-06,M018,672803
2025-01-06,M019,311859
2025-01-06,M020,673038
2025-01-06,M021,383733
2025-01-06,M022,448693
2025-01-06,M023,410960
2025-01-06,M024,751659
2025-01-06,M025,285079
2025-01-06,M026,625937
2025-01-06,M027,508255
2025-01-06,M028,872867
2025-01-06,M029,330696
2025-01-06,M030,605872
2025-01-06,M031,387127
2025-01-06,M032,721805
2025-01-06,M033,401145
2025-01-06,M034,783181
2025-01-06,M035,632931
2025-01-06,M036,851248
2025-01-06,M037,319614
2025-01-06,M038,598777
2025-01-06,M039,516171
2025-01-06,M040,1010287
2025-01-06,M041,482195
2025-01-06,M042,1022554
2025-01-06,M043,388964
2025-01-06,M044,855211
2025-01-06,M045,423528
2025-01-06,M046,792195
2025-01-06,M047,597236
2025-01-06,M048,1167605
2025-01-07,M001,182994
2025-01-07,M002,230736
2025-01-07,M003,315928
2025-01-07,M004,296022
2025-01-07,M005,362523
2025-01-07,M006,495359
2025-01-07,M007,436514
2025-01-07,M008,231537
2025-01-07,M009,313266
2025-01-07,M010,370348
2025-01-07,M011,433616
2025-01-07,M012,415654
2025-01-07,M013,354426
2025-01-07,M014,508856
2025-01-07,M015,369212
2025-01-07,M016,355523
2025-01-07,M017,415990
2025-01-07,M018,549926
2025-01-07,M019,478436
2025-01-07,M020,377153
2025-01-07,M021,496212
2025-01-07,M022,396877
2025-01-07,M023,496496
2025-01-07,M024,434814
2025-01-07,M025,452148
2025-01-07,M026,579865
2025-01-07,M027,716774
2025-01-07,M028,566833
2025-01-07,M029,464305
2025-01-07,M030,551092
2025-01-07,M031,527271
2025-01-07,M032,477099
2025-01-07,M033,554745
2025-01-07,M034,755187
2025-01-07,M035,828408
2025-01-07,M036,544638
2025-01-07,M037,432045
2025-01-07,M038,530287
2025-01-07,M039,672607
2025-01-07,M040,548505
2025-01-07,M041,748729
2025-01-07,M042,927371
2025-01-07,M043,532918
2025-01-07,M044,486039
2025-01-07,M045,575944
2025-01-07,M046,666988
2025-01-07,M047,797852
2025-01-07,M048,741705
2025-01-08,M001,243126
2025-01-08,M002,215064
2025-01-08,M003,302762
2025-01-08,M004,272787
2025-01-08,M005,504683
2025-01-08,M006,434520
2025-01-08,M007,394834
2025-01-08,M008,210993
2025-01-08,M009,390368
2025-01-08,M010,356835
2025-01-08,M011,412158
2025-01-08,M012,376483
2025-01-08,M013,491818
2025-01-08,M014,438159
2025-01-08,M015,326102
2025-01-08,M016,298164
2025-01-08,M017,557006
2025-01-08,M018,479371
2025-01-08,M019,423341
2025-01-08,M020,382254
2025-01-08,M021,622838
2025-01-08,M022,378866
2025-01-08,M023,475250
2025-01-08,M024,408250
2025-01-08,M025,519897
2025-01-08,M026,497667
2025-01-08,M027,611166
2025-01-08,M028,478740
2025-01-08,M029,544537
2025-01-08,M030,536929
2025-01-08,M031,475691
2025-01-08,M032,397292
2025-01-08,M033,686176
2025-01-08,M034,616109
2025-01-08,M035,809008
2025-01-08,M036,501346
2025-01-08,M037,571513
2025-01-08,M038,528870
2025-01-08,M039,605282
2025-01-08,M040,536245
2025-01-08,M041,877110
2025-01-08,M042,773248
2025-01-08,M043,520716
2025-01-08,M044,428836
2025-01-08,M045,834783
2025-01-08,M046,609118
2025-01-08,M047,751537
2025-01-08,M048,646580
2025-01-09,M001,205213
2025-01-09,M002,192128
2025-01-09,M003,306427
2025-01-09,M004,332083
2025-01-09,M005,461563
2025-01-09,M006,399571
2025-01-09,M007,394850
2025-01-09,M008,280381
2025-01-09,M009,412308
2025-01-09,M010,299847
2025-01-09,M011,403995
2025-01-09,M012,513427
2025-01-09,M013,469620
2025-01-09,M014,377345
2025-01-09,M015,306465
2025-01-09,M016,407612
2025-01-09,M017,587420
2025-01-09,M018,450735
2025-01-09,M019,430224
2025-01-09,M020,457256
2025-01-09,M021,658387
2025-01-09,M022,311324
2025-01-09,M023,456274
2025-01-09,M024,506366
2025-01-09,M025,537753
2025-01-09,M026,436560
2025-01-09,M027,575852
2025-01-09,M028,655366
2025-01-09,M029,573882
2025-01-09,M030,433033
2025-01-09,M031,459808
2025-01-09,M032,530307
2025-01-09,M033,776172
2025-01-09,M034,539562
2025-01-09,M035,756409
2025-01-09,M036,602418
2025-01-09,M037,561104
2025-01-09,M038,397155
2025-01-09,M039,552574
2025-01-09,M040,680321
2025-01-09,M041,860343
2025-01-09,M042,733509
2025-01-09,M043,469811
2025-01-09,M044,619071
2025-01-09,M045,776082
2025-01-09,M046,530746
2025-01-09,M047,714192
2025-01-09,M048,834134
2025-01-10,M001,133695
2025-01-10,M002,250330
2025-01-10,M003,230993
2025-01-10,M004,503633
2025-01-10,M005,277193
2025-01-10,M006,581911
2025-01-10,M007,355161
2025-01-10,M008,393689
2025-01-10,M009,233175
2025-01-10,M010,379392
2025-01-10,M011,373062
2025-01-10,M012,646953
2025-01-10,M013,262594
2025-01-10,M014,516747
2025-01-10,M015,281457
2025-01-10,M016,587947
2025-01-10,M017,320936
2025-01-10,M018,656724
2025-01-10,M019,349943
2025-01-10,M020,633214
2025-01-10,M021,350187
2025-01-10,M022,434613
2025-01-10,M023,420360
2025-01-10,M024,740884
2025-01-10,M025,297716
2025-01-10,M026,586859
2025-01-10,M027,518064
2025-01-10,M028,868401
2025-01-10,M029,343905
2025-01-10,M030,600982
2025-01-10,M031,376902
2025-01-10,M032,712496
2025-01-10,M033,388947
2025-01-10,M034,821408
2025-01-10,M035,648138
2025-01-10,M036,858594
2025-01-10,M037,298286
2025-01-10,M038,631953
2025-01-10,M039,527151
2025-01-10,M040,969201
2025-01-10,M041,540067
2025-01-10,M042,1050739
2025-01-10,M043,432754
2025-01-10,M044,857294
2025-01-10,M045,423732
2025-01-10,M046,708245
2025-01-10,M047,597120
2025-01-10,M048,1215825
2025-01-11,M001,142123
2025-01-11,M002,228529
2025-01-11,M003,304122
2025-01-11,M004,255296
2025-01-11,M005,328568
2025-01-11,M006,438665
2025-01-11,M007,444648
2025-01-11,M008,207592
2025-01-11,M009,270578
2025-01-11,M010,326983
2025-01-11,M011,447702
2025-01-11,M012,359507
2025-01-11,M013,351260
2025-01-11,M014,418516
2025-01-11,M015,318451
2025-01-11,M016,293233
2025-01-11,M017,376330
2025-01-11,M018,494295
2025-01-11,M019,434489
2025-01-11,M020,354347
2025-01-11,M021,437841
2025-01-11,M022,408369
2025-01-11,M023,494081
2025-01-11,M024,452736
2025-01-11,M025,357629
2025-01-11,M026,475290
2025-01-11,M027,592560
2025-01-11,M028,451930
2025-01-11,M029,422507
2025-01-11,M030,547157
2025-01-11,M031,497998
2025-01-11,M032,412097
2025-01-11,M033,540541
2025-01-11,M034,672548
2025-01-11,M035,831355
2025-01-11,M036,447214
2025-01-11,M037,396256
2025-01-11,M038,458552
2025-01-11,M039,606697
2025-01-11,M040,502173
2025-01-11,M041,671338
2025-01-11,M042,875370
2025-01-11,M043,523349
2025-01-11,M044,425358
2025-01-11,M045,565581
2025-01-11,M046,674887
2025-01-11,M047,758546
2025-01-11,M048,649116
2025-01-12,M001,187908
2025-01-12,M002,210889
2025-01-12,M003,245253
2025-01-12,M004,244409
2025-01-12,M005,443913
2025-01-12,M006,412511
2025-01-12,M007,349131
2025-01-12,M008,179827
2025-01-12,M009,391096
2025-01-12,M010,321026
2025-01-12,M011,360530
2025-01-12,M012,328668
2025-01-12,M013,474255
2025-01-12,M014,431551
2025-01-12,M015,322486
2025-01-12,M016,262166
2025-01-12,M017,543654
2025-01-12,M018,431998
2025-01-12,M019,340363
2025-01-12,M020,306784
2025-01-12,M021,625927
2025-01-12,M022,325796
2025-01-12,M023,390559
2025-01-12,M024,360981
2025-01-12,M025,512944
2025-01-12,M026,456370
2025-01-12,M027,549285
2025-01-12,M028,411504
2025-01-12,M029,561274
2025-01-12,M030,503101
2025-01-12,M031,402122
2025-01-12,M032,378301
2025-01-12,M033,689236
2025-01-12,M034,573588
2025-01-12,M035,736096
2025-01-12,M036,424260
2025-01-12,M037,521554
2025-01-12,M038,430113
2025-01-12,M039,493798
2025-01-12,M040,478050
2025-01-12,M041,789304
2025-01-12,M042,768326
2025-01-12,M043,450243
2025-01-12,M044,404316
2025-01-12,M045,784634
2025-01-12,M046,561488
2025-01-12,M047,714141
2025-01-12,M048,620756
2025-01-13,M001,234951
2025-01-13,M002,193577
2025-01-13,M003,273446
2025-01-13,M004,366375
2025-01-13,M005,515165
2025-01-13,M006,362449
2025-01-13,M007,408908
2025-01-13,M008,257812
2025-01-13,M009,414941
2025-01-13,M010,293625
2025-01-13,M011,439255
2025-01-13,M012,467723
2025-01-13,M013,492097
2025-01-13,M014,382482
2025-01-13,M015,351485
2025-01-13,M016,388739
2025-01-13,M017,553782
2025-01-13,M018,412762
2025-01-13,M019,375455
2025-01-13,M020,448503
2025-01-13,M021,657154
2025-01-13,M022,332903
2025-01-13,M023,446432
2025-01-13,M024,549477
2025-01-13,M025,537322
2025-01-13,M026,435623
2025-01-13,M027,591384
2025-01-13,M028,591062
2025-01-13,M029,534888
2025-01-13,M030,412705
2025-01-13,M031,419494
2025-01-13,M032,521381
2025-01-13,M033,724388
2025-01-13,M034,518139
2025-01-13,M035,811228
2025-01-13,M036,646453
2025-01-13,M037,534870
2025-01-13,M038,428789
2025-01-13,M039,589492
2025-01-13,M040,681574
2025-01-13,M041,921309
2025-01-13,M042,640631
2025-01-13,M043,516848
2025-01-13,M044,590284
2025-01-13,M045,786192
2025-01-13,M046,543748
2025-01-13,M047,739451
2025-01-13,M048,874969
2025-01-14,M001,134033
2025-01-14,M002,268591
2025-01-14,M003,253332
2025-01-14,M004,480028
2025-01-14,M005,274285
2025-01-14,M006,534635
2025-01-14,M007,336922
2025-01-14,M008,359245
2025-01-14,M009,227817
2025-01-14,M010,376738
2025-01-14,M011,367262
2025-01-14,M012,733567
2025-01-14,M013,260001
2025-01-14,M014,578992
2025-01-14,M015,264346
2025-01-14,M016,562774
2025-01-14,M017,307940
2025-01-14,M018,667783
2025-01-14,M019,357362
2025-01-14,M020,694337
2025-01-14,M021,346074
2025-01-14,M022,427265
2025-01-14,M023,390736
2025-01-14,M024,797147
2025-01-14,M025,290444
2025-01-14,M026,559458
2025-01-14,M027,518256
2025-01-14,M028,798215
2025-01-14,M029,334741
2025-01-14,M030,597719
2025-01-14,M031,371535
2025-01-14,M032,764914
2025-01-14,M033,378043
2025-01-14,M034,806533
2025-01-14,M035,681447
2025-01-14,M036,848336
2025-01-14,M037,300936
2025-01-14,M038,633076
2025-01-14,M039,512222
2025-01-14,M040,880484
2025-01-14,M041,527163
2025-01-14,M042,925819
2025-01-14,M043,412783
2025-01-14,M044,872097
2025-01-14,M045,459108
2025-01-14,M046,732958
2025-01-14,M047,663451
2025-01-14,M048,1127344
2025-01-15,M001,171236
2025-01-15,M002,238740
2025-01-15,M003,331678
2025-01-15,M004,299879
2025-01-15,M005,414095
2025-01-15,M006,539566
2025-01-15,M007,490111
2025-01-15,M008,226634
2025-01-15,M009,307767
2025-01-15,M010,397277
2025-01-15,M011,499819
2025-01-15,M012,385368
2025-01-15,M013,356288
2025-01-15,M014,506107
2025-01-15,M015,378093
2025-01-15,M016,366923
2025-01-15,M017,430724
2025-01-15,M018,566410
2025-01-15,M019,423217
2025-01-15,M020,412061
2025-01-15,M021,486107
2025-01-15,M022,403335
2025-01-15,M023,526060
2025-01-15,M024,463036
2025-01-15,M025,438782
2025-01-15,M026,571573
2025-01-15,M027,661825
2025-01-15,M028,559821
2025-01-15,M029,427582
2025-01-15,M030,620449
2025-01-15,M031,494974
2025-01-15,M032,431693
2025-01-15,M033,581812
2025-01-15,M034,709354
2025-01-15,M035,829448
2025-01-15,M036,530822
2025-01-15,M037,391103
2025-01-15,M038,570695
2025-01-15,M039,658443
2025-01-15,M040,611375
2025-01-15,M041,738120
2025-01-15,M042,890743
2025-01-15,M043,523178
2025-01-15,M044,484632
2025-01-15,M045,582699
2025-01-15,M046,707275
2025-01-15,M047,884251
2025-01-15,M048,687644
2025-01-16,M001,225762
2025-01-16,M002,214993
2025-01-16,M003,300664
2025-01-16,M004,265910
2025-01-16,M005,489376
2025-01-16,M006,485396
2025-01-16,M007,374768
2025-01-16,M008,212548
2025-01-16,M009,381125
2025-01-16,M010,351308
2025-01-16,M011,431505
2025-01-16,M012,366995
2025-01-16,M013,507922
2025-01-16,M014,470236
2025-01-16,M015,358148
2025-01-16,M016,286422
2025-01-16,M017,623838
2025-01-16,M018,534853
2025-01-16,M019,374780
2025-01-16,M020,345189
2025-01-16,M021,658642
2025-01-16,M022,390715
2025-01-16,M023,484993
2025-01-16,M024,443659
2025-01-16,M025,599732
2025-01-16,M026,505799
2025-01-16,M027,563706
2025-01-16,M028,486302
2025-01-16,M029,557025
2025-01-16,M030,492413
2025-01-16,M031,454002
2025-01-16,M032,403178
2025-01-16,M033,714805
2025-01-16,M034,679877
2025-01-16,M035,713025
2025-01-16,M036,499985
2025-01-16,M037,535239
2025-01-16,M038,458610
2025-01-16,M039,602436
2025-01-16,M040,494705
2025-01-16,M041,1012552
2025-01-16,M042,846986
2025-01-16,M043,493979
2025-01-16,M044,438272
2025-01-16,M045,854223
2025-01-16,M046,661152
2025-01-16,M047,719014
2025-01-16,M048,693195
2025-01-17,M001,225083
2025-01-17,M002,188115
2025-01-17,M003,290059
2025-01-17,M004,349774
2025-01-17,M005,516753
2025-01-17,M006,396071
2025-01-17,M007,414554
2025-01-17,M008,273311
2025-01-17,M009,388882
2025-01-17,M010,285950
2025-01-17,M011,415035
2025-01-17,M012,458540
2025-01-17,M013,513380
2025-01-17,M014,392248
2025-01-17,M015,310933
2025-01-17,M016,376870
2025-01-17,M017,577502
2025-01-17,M018,441197
2025-01-17,M019,423291
2025-01-17,M020,482653
2025-01-17,M021,673247
2025-01-17,M022,308448
2025-01-17,M023,501913
2025-01-17,M024,554426
2025-01-17,M025,520403
2025-01-17,M026,402332
2025-01-17,M027,572484
2025-01-17,M028,602788
2025-01-17,M029,525300
2025-01-17,M030,423319
2025-01-17,M031,468177
2025-01-17,M032,504476
2025-01-17,M033,670480
2025-01-17,M034,569807
2025-01-17,M035,824294
2025-01-17,M036,620337
2025-01-17,M037,538465
2025-01-17,M038,396074
2025-01-17,M039,556370
2025-01-17,M040,714114
2025-01-17,M041,947176
2025-01-17,M042,665396
2025-01-17,M043,476183
2025-01-17,M044,589884
2025-01-17,M045,814566
2025-01-17,M046,566407
2025-01-17,M047,786411
2025-01-17,M048,862094
2025-01-18,M001,104081
2025-01-18,M002,246616
2025-01-18,M003,205510
2025-01-18,M004,421059
2025-01-18,M005,241720
2025-01-18,M006,522653
2025-01-18,M007,314880
2025-01-18,M008,347288
2025-01-18,M009,189724
2025-01-18,M010,334294
2025-01-18,M011,312963
2025-01-18,M012,644641
2025-01-18,M013,254534
2025-01-18,M014,466117
2025-01-18,M015,255850
2025-01-18,M016,485323
2025-01-18,M017,295163
2025-01-18,M018,582423
2025-01-18,M019,325536
2025-01-18,M020,596633
2025-01-18,M021,355786
2025-01-18,M022,442538
2025-01-18,M023,345920
2025-01-18,M024,644523
2025-01-18,M025,281072
2025-01-18,M026,555553
2025-01-18,M027,441077
2025-01-18,M028,740565
2025-01-18,M029,281370
2025-01-18,M030,599231
2025-01-18,M031,317907
2025-01-18,M032,691816
2025-01-18,M033,359339
2025-01-18,M034,716243
2025-01-18,M035,577360
2025-01-18,M036,742818
2025-01-18,M037,254759
2025-01-18,M038,575664
2025-01-18,M039,465528
2025-01-18,M040,889073
2025-01-18,M041,490758
2025-01-18,M042,942590
2025-01-18,M043,357443
2025-01-18,M044,679333
2025-01-18,M045,388218
2025-01-18,M046,639132
2025-01-18,M047,552627
2025-01-18,M048,1103651
2025-01-19,M001,147617
2025-01-19,M002,209563
2025-01-19,M003,310870
2025-01-19,M004,279157
2025-01-19,M005,321093
2025-01-19,M006,486126
2025-01-19,M007,436451
2025-01-19,M008,209410
2025-01-19,M009,268235
2025-01-19,M010,337904
2025-01-19,M011,425809
2025-01-19,M012,371593
2025-01-19,M013,323050
2025-01-19,M014,437725
2025-01-19,M015,338681
2025-01-19,M016,307492
2025-01-19,M017,377109
2025-01-19,M018,488518
2025-01-19,M019,429276
2025-01-19,M020,372329
2025-01-19,M021,469453
2025-01-19,M022,402741
2025-01-19,M023,451365
2025-01-19,M024,395796
2025-01-19,M025,378045
2025-01-19,M026,534247
2025-01-19,M027,655912
2025-01-19,M028,468150
2025-01-19,M029,365413
2025-01-19,M030,544083
2025-01-19,M031,463864
2025-01-19,M032,401137
2025-01-19,M033,504209
2025-01-19,M034,605961
2025-01-19,M035,745448
2025-01-19,M036,466510
2025-01-19,M037,371734
2025-01-19,M038,535314
2025-01-19,M039,609387
2025-01-19,M040,539425
2025-01-19,M041,637250
2025-01-19,M042,787683
2025-01-19,M043,477604
2025-01-19,M044,462080
2025-01-19,M045,520635
2025-01-19,M046,682495
2025-01-19,M047,749965
2025-01-19,M048,647308
2025-01-20,M001,238682
2025-01-20,M002,229581
2025-01-20,M003,303860
2025-01-20,M004,265050
2025-01-20,M005,481367
2025-01-20,M006,426410
2025-01-20,M007,386526
2025-01-20,M008,222862
2025-01-20,M009,373284
2025-01-20,M010,319895
2025-01-20,M011,385835
2025-01-20,M012,401573
2025-01-20,M013,509296
2025-01-20,M014,461016
2025-01-20,M015,339487
2025-01-20,M016,307611
2025-01-20,M017,577019
2025-01-20,M018,480918
2025-01-20,M019,418529
2025-01-20,M020,343419
2025-01-20,M021,694208
2025-01-20,M022,389566
2025-01-20,M023,451492
2025-01-20,M024,438764
2025-01-20,M025,567331
2025-01-20,M026,499013
2025-01-20,M027,619384
2025-01-20,M028,466699
2025-01-20,M029,550293
2025-01-20,M030,515229
2025-01-20,M031,478428
2025-01-20,M032,415943
2025-01-20,M033,768394
2025-01-20,M034,619316
2025-01-20,M035,802841
2025-01-20,M036,450443
2025-01-20,M037,547225
2025-01-20,M038,488104
2025-01-20,M039,629576
2025-01-20,M040,485323
2025-01-20,M041,910783
2025-01-20,M042,851042
2025-01-20,M043,515702
2025-01-20,M044,438259
2025-01-20,M045,849329
2025-01-20,M046,588380
2025-01-20,M047,805165
2025-01-20,M048,689768
2025-01-21,M001,234587
2025-01-21,M002,200940
2025-01-21,M003,294701
2025-01-21,M004,341542
2025-01-21,M005,488420
2025-01-21,M006,405903
2025-01-21,M007,409899
2025-01-21,M008,262606
2025-01-21,M009,378664
2025-01-21,M010,289158
2025-01-21,M011,437478
2025-01-21,M012,461607
2025-01-21,M013,480225
2025-01-21,M014,365942
2025-01-21,M015,326929
2025-01-21,M016,411063
2025-01-21,M017,585082
2025-01-21,M018,422891
2025-01-21,M019,415728
2025-01-21,M020,506146
2025-01-21,M021,692645
2025-01-21,M022,314853
2025-01-21,M023,497142
2025-01-21,M024,540433
2025-01-21,M025,521139
2025-01-21,M026,423691
2025-01-21,M027,578290
2025-01-21,M028,609589
2025-01-21,M029,606457
2025-01-21,M030,433063
2025-01-21,M031,438370
2025-01-21,M032,542072
2025-01-21,M033,739397
2025-01-21,M034,552272
2025-01-21,M035,730659
2025-01-21,M036,564741
2025-01-21,M037,536941
2025-01-21,M038,417755
2025-01-21,M039,623849
2025-01-21,M040,720163
2025-01-21,M041,933075
2025-01-21,M042,742869
2025-01-21,M043,524208
2025-01-21,M044,611567
2025-01-21,M045,769826
2025-01-21,M046,499292
2025-01-21,M047,756690
2025-01-21,M048,814648
2025-01-22,M001,118819
2025-01-22,M002,248923
2025-01-22,M003,239330
2025-01-22,M004,505323
2025-01-22,M005,288361
2025-01-22,M006,575572
2025-01-22,M007,366143
2025-01-22,M008,388953
2025-01-22,M009,217289
2025-01-22,M010,402768
2025-01-22,M011,332273
2025-01-22,M012,713468
2025-01-22,M013,274412
2025-01-22,M014,569710
2025-01-22,M015,261630
2025-01-22,M016,554895
2025-01-22,M017,322218
2025-01-22,M018,640470
2025-01-22,M019,345438
2025-01-22,M020,704773
2025-01-22,M021,363471
2025-01-22,M022,469699
2025-01-22,M023,402366
2025-01-22,M024,776877
2025-01-22,M025,325618
2025-01-22,M026,631655
2025-01-22,M027,510030
2025-01-22,M028,862106
2025-01-22,M029,338225
2025-01-22,M030,602035
2025-01-22,M031,355267
2025-01-22,M032,699183
2025-01-22,M033,407479
2025-01-22,M034,728851
2025-01-22,M035,611723
2025-01-22,M036,809026
2025-01-22,M037,296233
2025-01-22,M038,564194
2025-01-22,M039,502891
2025-01-22,M040,924940
2025-01-22,M041,532310
2025-01-22,M042,907579
2025-01-22,M043,423431
2025-01-22,M044,810206
2025-01-22,M045,450564
2025-01-22,M046,766087
2025-01-22,M047,647780
2025-01-22,M048,1209617
2025-01-23,M001,172919
2025-01-23,M002,266706
2025-01-23,M003,336014
2025-01-23,M004,303904
2025-01-23,M005,370467
2025-01-23,M006,497683
2025-01-23,M007,437973
2025-01-23,M008,223884
2025-01-23,M009,313202
2025-01-23,M010,400176
2025-01-23,M011,467310
2025-01-23,M012,404971
2025-01-23,M013,370177
2025-01-23,M014,489201
2025-01-23,M015,379086
2025-01-23,M016,336470
2025-01-23,M017,401601
2025-01-23,M018,545980
