date,merchant_id,product_id,traffic_id,gross_revenue
2025-01-05,M006,P03,T04,107000.57
2025-01-05,M007,P04,T02,136642.65
2025-01-05,M008,P01,T04,89793.52
2025-01-05,M009,P02,T02,133449.8
2025-01-05,M010,P03,T04,101900.98
2025-01-05,M011,P04,T02,131118.25
2025-01-05,M012,P01,T04,146272.05
2025-01-05,M013,P02,T02,176099.25
2025-01-05,M014,P03,T04,137680.87
2025-01-05,M015,P04,T02,109937.01
2025-01-05,M016,P01,T04,128281.61
2025-01-05,M017,P02,T02,158971.02
2025-01-05,M018,P03,T04,120933.93
2025-01-05,M019,P04,T02,155193.04
2025-01-05,M020,P01,T04,180989.14
2025-01-05,M021,P02,T02,232331.96
2025-01-05,M022,P03,T04,103923.46
2025-01-05,M023,P04,T02,134266.01
2025-01-05,M024,P01,T04,149028.02
2025-01-05,M025,P02,T02,189240.1
2025-01-05,M026,P03,T04,152121.46
2025-01-05,M027,P04,T02,191735.24
2025-01-05,M028,P01,T04,196840.22
2025-01-05,M029,P02,T02,166863.74
2025-01-05,M030,P03,T04,132771.85
2025-01-05,M031,P04,T02,164706.69
2025-01-05,M032,P01,T04,183088.61
2025-01-05,M033,P02,T02,226242.99
2025-01-05,M034,P03,T04,168961.01
2025-01-05,M035,P04,T02,218683.48
2025-01-05,M036,P01,T04,153574.71
2025-01-05,M037,P02,T02,224417.51
2025-01-05,M038,P03,T04,150894.78
2025-01-05,M039,P04,T02,202248.12
2025-01-05,M040,P01,T04,231531.27
2025-01-05,M041,P02,T02,273979.87
2025-01-05,M042,P03,T04,181775.25
2025-01-05,M043,P04,T02,189566.27
2025-01-05,M044,P01,T04,199166.48
2025-01-05,M045,P02,T02,261546.5
2025-01-05,M046,P03,T04,170589.45
2025-01-05,M047,P04,T02,250191.46
2025-01-05,M048,P01,T04,227471.52
2025-01-06,M001,P03,T03,52836.94
2025-01-06,M002,P04,T01,107841.94
2025-01-06,M003,P01,T03,90863.18
2025-01-06,M004,P02,T01,170868.71
2025-01-06,M005,P03,T03,88720.21
2025-01-06,M006,P04,T01,183472.83
2025-01-06,M007,P01,T03,139379.75
2025-01-06,M008,P02,T01,142512.48
2025-01-06,M009,P03,T03,77892.72
2025-01-06,M010,P04,T01,144820.09
2025-01-06,M011,P01,T03,124173.09
2025-01-06,M012,P02,T01,205988.01
2025-01-06,M013,P03,T03,123765.72
2025-01-06,M014,P04,T01,207921.15
2025-01-06,M015,P01,T03,102936.72
2025-01-06,M016,P02,T01,206196.85
2025-01-06,M017,P03,T03,101477.43
2025-01-06,M018,P04,T01,202590.5
2025-01-06,M019,P01,T03,137808.2
2025-01-06,M020,P02,T01,275609.56
2025-01-06,M021,P03,T03,146184.34
2025-01-06,M022,P04,T01,159563.89
2025-01-06,M023,P01,T03,136849.82
2025-01-06,M024,P02,T01,235040.38
2025-01-06,M025,P03,T03,116406.32
2025-01-06,M026,P04,T01,237097.43
2025-01-06,M027,P01,T03,179278.95
2025-01-06,M028,P02,T01,323164.75
2025-01-06,M029,P03,T03,114586.32
2025-01-06,M030,P04,T01,197031.72
2025-01-06,M031,P01,T03,164315.43
2025-01-06,M032,P02,T01,284063.5
2025-01-06,M033,P03,T03,146939.76
2025-01-06,M034,P04,T01,267937.71
2025-01-06,M035,P01,T03,202862.53
2025-01-06,M036,P02,T01,256323.09
2025-01-06,M037,P03,T03,141234.93
2025-01-06,M038,P04,T01,245199.49
2025-01-06,M039,P01,T03,196636.78
2025-01-06,M040,P02,T01,359277.29
2025-01-06,M041,P03,T03,160571.28
2025-01-06,M042,P04,T01,319748.04
2025-01-06,M043,P01,T03,158825.76
2025-01-06,M044,P02,T01,323943.78
2025-01-06,M045,P03,T03,149392.86
2025-01-06,M046,P04,T01,293297.0
2025-01-06,M047,P01,T03,206942.49
2025-01-06,M048,P02,T01,379709.27
2025-01-07,M001,P04,T04,80863.81
2025-01-07,M002,P01,T02,94486.66
2025-01-07,M003,P02,T04,120353.64
2025-01-07,M004,P03,T02,105271.0
2025-01-07,M005,P04,T04,120720.36
2025-01-07,M006,P01,T02,154896.62
2025-01-07,M007,P02,T04,178242.06
2025-01-07,M008,P03,T02,87703.56
2025-01-07,M009,P04,T04,110499.62
2025-01-07,M010,P01,T02,137115.46
2025-01-07,M011,P02,T04,150248.14
2025-01-07,M012,P03,T02,135172.17
2025-01-07,M013,P04,T04,150435.9
2025-01-07,M014,P01,T02,200258.48
2025-01-07,M015,P02,T04,135242.62
2025-01-07,M016,P03,T02,121629.61
2025-01-07,M017,P04,T04,133330.42
2025-01-07,M018,P01,T02,165590.52
2025-01-07,M019,P02,T04,211417.01
2025-01-07,M020,P03,T02,154444.68
2025-01-07,M021,P04,T04,189033.29
2025-01-07,M022,P01,T02,141136.99
2025-01-07,M023,P02,T04,165333.48
2025-01-07,M024,P03,T02,135964.52
2025-01-07,M025,P04,T04,184625.9
2025-01-07,M026,P01,T02,219646.21
2025-01-07,M027,P02,T04,252830.58
2025-01-07,M028,P03,T02,209860.72
2025-01-07,M029,P04,T04,160882.16
2025-01-07,M030,P01,T02,179217.16
2025-01-07,M031,P02,T04,223799.34
2025-01-07,M032,P03,T02,187760.37
2025-01-07,M033,P04,T04,203203.5
2025-01-07,M034,P01,T02,258360.46
2025-01-07,M035,P02,T04,265515.43
2025-01-07,M036,P03,T02,163998.37
2025-01-07,M037,P04,T04,190917.25
2025-01-07,M038,P01,T02,217153.01
2025-01-07,M039,P02,T04,256231.39
2025-01-07,M040,P03,T02,195058.74
2025-01-07,M041,P04,T04,249327.24
2025-01-07,M042,P01,T02,289984.86
2025-01-07,M043,P02,T04,217606.76
2025-01-07,M044,P03,T02,184105.85
2025-01-07,M045,P04,T04,203155.02
2025-01-07,M046,P01,T02,246941.47
2025-01-07,M047,P02,T04,276456.16
2025-01-07,M048,P03,T02,241204.93
2025-01-08,M001,P01,T01,107435.59
2025-01-08,M002,P02,T03,88068.86
2025-01-08,M003,P03,T01,115338.26
2025-01-08,M004,P04,T03,97008.24
2025-01-08,M005,P01,T01,168059.78
2025-01-08,M006,P02,T03,135872.55
2025-01-08,M007,P03,T01,161222.57
2025-01-08,M008,P04,T03,79921.71
2025-01-08,M009,P01,T01,137696.05
2025-01-08,M010,P02,T03,132112.21
2025-01-08,M011,P03,T01,142813.19
2025-01-08,M012,P04,T03,122433.7
2025-01-08,M013,P01,T01,208751.67
2025-01-08,M014,P02,T03,172435.91
2025-01-08,M015,P03,T01,119451.48
2025-01-08,M016,P04,T03,102006.48
2025-01-08,M017,P01,T01,178527.66
2025-01-08,M018,P02,T03,144345.42
2025-01-08,M019,P03,T01,187071.14
2025-01-08,M020,P04,T03,156533.55
2025-01-08,M021,P01,T01,237271.78
2025-01-08,M022,P02,T03,134731.9
2025-01-08,M023,P03,T01,158258.54
2025-01-08,M024,P04,T03,127658.17
2025-01-08,M025,P01,T01,212289.8
2025-01-08,M026,P02,T03,188510.56
2025-01-08,M027,P03,T01,215578.86
2025-01-08,M028,P04,T03,177245.69
2025-01-08,M029,P01,T01,188682.59
2025-01-08,M030,P02,T03,174611.21
2025-01-08,M031,P03,T01,201906.62
2025-01-08,M032,P04,T03,156352.67
2025-01-08,M033,P01,T01,251346.8
2025-01-08,M034,P02,T03,210779.77
2025-01-08,M035,P03,T01,259297.49
2025-01-08,M036,P04,T03,150962.39
2025-01-08,M037,P01,T01,252547.04
2025-01-08,M038,P02,T03,216572.69
2025-01-08,M039,P03,T01,230583.99
2025-01-08,M040,P04,T03,190698.91
2025-01-08,M041,P01,T01,292078.11
2025-01-08,M042,P02,T03,241791.31
2025-01-08,M043,P03,T01,212624.28
2025-01-08,M044,P04,T03,162438.06
2025-01-08,M045,P01,T01,294456.31
2025-01-08,M046,P02,T03,225515.98
2025-01-08,M047,P03,T01,260407.91
2025-01-08,M048,P04,T03,210270.03
2025-01-09,M001,P02,T02,90682.06
2025-01-09,M002,P03,T04,78676.82
2025-01-09,M003,P04,T02,116734.4
2025-01-09,M004,P01,T04,118095.09
2025-01-09,M005,P02,T02,153700.73
2025-01-09,M006,P03,T04,124944.18
2025-01-09,M007,P04,T02,161229.1
2025-01-09,M008,P01,T04,106205.07
2025-01-09,M009,P02,T02,145435.11
2025-01-09,M010,P03,T04,111013.61
2025-01-09,M011,P04,T02,139984.64
2025-01-09,M012,P01,T04,166968.23
2025-01-09,M013,P02,T02,199329.46
2025-01-09,M014,P03,T04,148502.93
2025-01-09,M015,P04,T02,112258.61
2025-01-09,M016,P01,T04,139449.91
2025-01-09,M017,P02,T02,188275.87
2025-01-09,M018,P03,T04,135722.94
2025-01-09,M019,P04,T02,190112.3
2025-01-09,M020,P01,T04,187246.82
2025-01-09,M021,P02,T02,250814.19
2025-01-09,M022,P03,T04,110712.97
2025-01-09,M023,P04,T02,151939.58
2025-01-09,M024,P01,T04,158338.45
2025-01-09,M025,P02,T02,219581.06
2025-01-09,M026,P03,T04,165363.9
2025-01-09,M027,P04,T02,203122.73
2025-01-09,M028,P01,T04,242638.51
2025-01-09,M029,P02,T02,198850.45
2025-01-09,M030,P03,T04,140823.91
2025-01-09,M031,P04,T02,195165.03
2025-01-09,M032,P01,T04,208700.15
2025-01-09,M033,P02,T02,284312.33
2025-01-09,M034,P03,T04,184591.91
2025-01-09,M035,P04,T02,242438.92
2025-01-09,M036,P01,T04,181396.57
2025-01-09,M037,P02,T02,247947.26
2025-01-09,M038,P03,T04,162635.14
2025-01-09,M039,P04,T02,210504.44
2025-01-09,M040,P01,T04,241935.02
2025-01-09,M041,P02,T02,286494.64
2025-01-09,M042,P03,T04,229365.17
2025-01-09,M043,P04,T02,191838.16
2025-01-09,M044,P01,T04,234496.75
2025-01-09,M045,P02,T02,273750.4
2025-01-09,M046,P03,T04,196500.02
2025-01-09,M047,P04,T02,247467.97
2025-01-09,M048,P01,T04,271263.37
2025-01-10,M001,P03,T03,59078.95
2025-01-10,M002,P04,T01,102510.43
2025-01-10,M003,P01,T03,87997.57
2025-01-10,M004,P02,T01,179101.41
2025-01-10,M005,P03,T03,92305.69
2025-01-10,M006,P04,T01,181960.93
2025-01-10,M007,P01,T03,145023.06
2025-01-10,M008,P02,T01,149124.89
2025-01-10,M009,P03,T03,82248.69
2025-01-10,M010,P04,T01,140463.9
2025-01-10,M011,P01,T03,129266.28
2025-01-10,M012,P02,T01,210391.51
2025-01-10,M013,P03,T03,111457.59
2025-01-10,M014,P04,T01,203363.78
2025-01-10,M015,P01,T03,103097.86
2025-01-10,M016,P02,T01,201145.23
2025-01-10,M017,P03,T03,102864.17
2025-01-10,M018,P04,T01,197749.03
2025-01-10,M019,P01,T03,154637.11
2025-01-10,M020,P02,T01,259301.47
2025-01-10,M021,P03,T03,133404.64
2025-01-10,M022,P04,T01,154556.66
2025-01-10,M023,P01,T03,139980.13
2025-01-10,M024,P02,T01,231671.34
2025-01-10,M025,P03,T03,121566.53
2025-01-10,M026,P04,T01,222295.46
2025-01-10,M027,P01,T03,182738.85
2025-01-10,M028,P02,T01,321511.06
2025-01-10,M029,P03,T03,119163.26
2025-01-10,M030,P04,T01,195441.35
2025-01-10,M031,P01,T03,159975.66
2025-01-10,M032,P02,T01,280400.24
2025-01-10,M033,P03,T03,142471.77
2025-01-10,M034,P04,T01,281015.49
2025-01-10,M035,P01,T03,207736.86
2025-01-10,M036,P02,T01,258534.86
2025-01-10,M037,P03,T03,131810.09
2025-01-10,M038,P04,T01,258785.11
2025-01-10,M039,P01,T03,200819.8
2025-01-10,M040,P02,T01,344666.4
2025-01-10,M041,P03,T03,179842.68
2025-01-10,M042,P04,T01,328561.43
2025-01-10,M043,P01,T03,176706.66
2025-01-10,M044,P02,T01,324732.95
2025-01-10,M045,P03,T03,149464.89
2025-01-10,M046,P04,T01,262215.95
2025-01-10,M047,P01,T03,206902.56
2025-01-10,M048,P02,T01,395390.43
2025-01-11,M001,P04,T04,62803.19
2025-01-11,M002,P01,T02,93582.84
2025-01-11,M003,P02,T04,115856.33
2025-01-11,M004,P03,T02,90788.36
2025-01-11,M005,P04,T04,109413.4
2025-01-11,M006,P01,T02,137168.83
2025-01-11,M007,P02,T04,181563.11
2025-01-11,M008,P03,T02,78633.54
2025-01-11,M009,P04,T04,95442.2
2025-01-11,M010,P01,T02,121060.16
2025-01-11,M011,P02,T04,155129.04
2025-01-11,M012,P03,T02,116913.06
2025-01-11,M013,P04,T04,149092.02
2025-01-11,M014,P01,T02,164705.27
2025-01-11,M015,P02,T04,116649.08
2025-01-11,M016,P03,T02,100319.51
2025-01-11,M017,P04,T04,120618.67
2025-01-11,M018,P01,T02,148839.44
2025-01-11,M019,P02,T04,191997.25
2025-01-11,M020,P03,T02,145105.59
2025-01-11,M021,P04,T04,166796.6
2025-01-11,M022,P01,T02,145224.03
2025-01-11,M023,P02,T04,164529.35
2025-01-11,M024,P03,T02,141568.77
2025-01-11,M025,P04,T04,146030.74
2025-01-11,M026,P01,T02,180034.18
2025-01-11,M027,P02,T04,209015.95
2025-01-11,M028,P03,T02,167319.54
2025-01-11,M029,P04,T04,146399.14
2025-01-11,M030,P01,T02,177937.56
2025-01-11,M031,P02,T04,211374.43
2025-01-11,M032,P03,T02,162179.38
2025-01-11,M033,P04,T04,198000.68
2025-01-11,M034,P01,T02,230088.57
2025-01-11,M035,P02,T04,266460.15
2025-01-11,M036,P03,T02,134662.66
2025-01-11,M037,P04,T04,175102.13
2025-01-11,M038,P01,T02,187777.36
2025-01-11,M039,P02,T04,231122.75
2025-01-11,M040,P03,T02,178582.47
2025-01-11,M041,P04,T04,223555.97
2025-01-11,M042,P01,T02,273724.4
2025-01-11,M043,P02,T04,213699.39
2025-01-11,M044,P03,T02,161120.76
2025-01-11,M045,P04,T04,199499.78
2025-01-11,M046,P01,T02,249865.89
2025-01-11,M047,P02,T04,262836.77
2025-01-11,M048,P03,T02,211094.77
2025-01-12,M001,P01,T01,83034.94
2025-01-12,M002,P02,T03,86359.31
2025-01-12,M003,P03,T01,93429.83
2025-01-12,M004,P04,T03,86916.55
2025-01-12,M005,P01,T01,147823.49
2025-01-12,M006,P02,T03,128990.51
2025-01-12,M007,P03,T01,142560.65
2025-01-12,M008,P04,T03,68116.62
2025-01-12,M009,P01,T01,137953.06
2025-01-12,M010,P02,T03,118854.85
2025-01-12,M011,P03,T01,124923.84
2025-01-12,M012,P04,T03,106883.97
2025-01-12,M013,P01,T01,201296.76
2025-01-12,M014,P02,T03,169835.46
2025-01-12,M015,P03,T01,118126.84
2025-01-12,M016,P04,T03,89690.74
2025-01-12,M017,P01,T01,174248.15
2025-01-12,M018,P02,T03,130080.78
2025-01-12,M019,P03,T01,150403.78
2025-01-12,M020,P04,T03,125628.52
2025-01-12,M021,P01,T01,238448.6
2025-01-12,M022,P02,T03,115859.46
2025-01-12,M023,P03,T01,130056.49
2025-01-12,M024,P04,T03,112877.31
2025-01-12,M025,P01,T01,209450.57
2025-01-12,M026,P02,T03,172867.53
2025-01-12,M027,P03,T01,193751.62
2025-01-12,M028,P04,T03,152352.83
2025-01-12,M029,P01,T01,194481.7
2025-01-12,M030,P02,T03,163610.41
2025-01-12,M031,P03,T01,170680.25
2025-01-12,M032,P04,T03,148879.09
2025-01-12,M033,P01,T01,252467.65
2025-01-12,M034,P02,T03,196232.67
2025-01-12,M035,P03,T01,235928.51
2025-01-12,M036,P04,T03,127750.93
2025-01-12,M037,P01,T01,230470.25
2025-01-12,M038,P02,T03,176131.84
2025-01-12,M039,P03,T01,188113.65
2025-01-12,M040,P04,T03,170003.88
2025-01-12,M041,P01,T01,262838.64
2025-01-12,M042,P02,T03,240252.28
2025-01-12,M043,P03,T01,183847.92
2025-01-12,M044,P04,T03,153150.31
2025-01-12,M045,P01,T01,276766.91
2025-01-12,M046,P02,T03,207881.83
2025-01-12,M047,P03,T01,247450.3
2025-01-12,M048,P04,T03,201872.15
2025-01-13,M001,P02,T02,103823.03
2025-01-13,M002,P03,T04,79270.2
2025-01-13,M003,P04,T02,104170.23
2025-01-13,M004,P01,T04,130290.02
2025-01-13,M005,P02,T02,171550.33
2025-01-13,M006,P03,T04,113336.46
2025-01-13,M007,P04,T02,166969.77
2025-01-13,M008,P01,T04,97656.39
2025-01-13,M009,P02,T02,146363.77
2025-01-13,M010,P03,T04,108709.8
2025-01-13,M011,P04,T02,152202.26
2025-01-13,M012,P01,T04,152105.2
2025-01-13,M013,P02,T02,208869.96
2025-01-13,M014,P03,T04,150524.22
2025-01-13,M015,P04,T02,128749.15
2025-01-13,M016,P01,T04,132993.4
2025-01-13,M017,P02,T02,177494.36
2025-01-13,M018,P03,T04,124288.72
2025-01-13,M019,P04,T02,165910.47
2025-01-13,M020,P01,T04,183662.51
2025-01-13,M021,P02,T02,250344.71
2025-01-13,M022,P03,T04,118386.75
2025-01-13,M023,P04,T02,148662.15
2025-01-13,M024,P01,T04,171818.97
2025-01-13,M025,P02,T02,219404.66
2025-01-13,M026,P03,T04,165008.98
2025-01-13,M027,P04,T02,208601.32
2025-01-13,M028,P01,T04,218830.97
2025-01-13,M029,P02,T02,185338.95
2025-01-13,M030,P03,T04,134213.1
2025-01-13,M031,P04,T02,178053.79
2025-01-13,M032,P01,T04,205187.41
2025-01-13,M033,P02,T02,265343.87
2025-01-13,M034,P03,T04,177263.07
2025-01-13,M035,P04,T02,260009.17
2025-01-13,M036,P01,T04,194656.19
2025-01-13,M037,P02,T02,236354.65
2025-01-13,M038,P03,T04,175589.33
2025-01-13,M039,P04,T02,224568.43
2025-01-13,M040,P01,T04,242380.72
2025-01-13,M041,P02,T02,306796.41
2025-01-13,M042,P03,T04,200322.52
2025-01-13,M043,P04,T02,211044.91
2025-01-13,M044,P01,T04,223592.53
2025-01-13,M045,P02,T02,277316.59
2025-01-13,M046,P03,T04,201313.65
2025-01-13,M047,P04,T02,256220.21
2025-01-13,M048,P01,T04,284543.02
2025-01-14,M001,P03,T03,59228.34
2025-01-14,M002,P04,T01,109988.47
2025-01-14,M003,P01,T03,96507.68
2025-01-14,M004,P02,T01,170707.05
2025-01-14,M005,P03,T03,91337.22
2025-01-14,M006,P04,T01,167177.94
2025-01-14,M007,P01,T03,137575.67
2025-01-14,M008,P02,T01,136077.88
2025-01-14,M009,P03,T03,80358.82
2025-01-14,M010,P04,T01,139480.97
2025-01-14,M011,P01,T03,127256.68
2025-01-14,M012,P02,T01,238558.61
2025-01-14,M013,P03,T03,110357.15
2025-01-14,M014,P04,T01,227860.03
2025-01-14,M015,P01,T03,96830.3
2025-01-14,M016,P02,T01,192533.31
2025-01-14,M017,P03,T03,98698.99
2025-01-14,M018,P04,T01,201078.97
2025-01-14,M019,P01,T03,157915.5
2025-01-14,M020,P02,T01,284331.42
2025-01-14,M021,P03,T03,131837.79
2025-01-14,M022,P04,T01,151943.68
2025-01-14,M023,P01,T03,130115.55
2025-01-14,M024,P02,T01,249264.42
2025-01-14,M025,P03,T03,118597.3
2025-01-14,M026,P04,T01,211916.03
2025-01-14,M027,P01,T03,182806.37
2025-01-14,M028,P02,T01,295526.05
2025-01-14,M029,P03,T03,115987.89
2025-01-14,M030,P04,T01,194380.27
2025-01-14,M031,P01,T03,157697.59
2025-01-14,M032,P02,T01,301028.93
2025-01-14,M033,P03,T03,138477.61
2025-01-14,M034,P04,T01,275926.49
2025-01-14,M035,P01,T03,218412.58
2025-01-14,M036,P02,T01,255446.15
2025-01-14,M037,P03,T03,132981.35
2025-01-14,M038,P04,T01,259245.24
2025-01-14,M039,P01,T03,195132.49
2025-01-14,M040,P02,T01,313116.97
