date,merchant_id,conversions
2025-01-09,M016,25271
2025-01-09,M017,39944
2025-01-09,M018,33354
2025-01-09,M019,34417
2025-01-09,M020,39324
2025-01-09,M021,40819
2025-01-09,M022,21170
2025-01-09,M023,33764
2025-01-09,M024,40509
2025-01-09,M025,46246
2025-01-09,M026,27066
2025-01-09,M027,39157
2025-01-09,M028,48497
2025-01-09,M029,45910
2025-01-09,M030,37240
2025-01-09,M031,28508
2025-01-09,M032,36060
2025-01-09,M033,57436
2025-01-09,M034,43164
2025-01-09,M035,65051
2025-01-09,M036,37349
2025-01-09,M037,38155
2025-01-09,M038,29389
2025-01-09,M039,44205
2025-01-09,M040,58507
2025-01-09,M041,53341
2025-01-09,M042,49878
2025-01-09,M043,34766
2025-01-09,M044,49525
2025-01-09,M045,66743
2025-01-09,M046,32906
2025-01-09,M047,48565
2025-01-09,M048,61725
2025-01-10,M001,8289
2025-01-10,M002,17022
2025-01-10,M003,17093
2025-01-10,M004,40290
2025-01-10,M005,23838
2025-01-10,M006,36078
2025-01-10,M007,24150
2025-01-10,M008,29132
2025-01-10,M009,18654
2025-01-10,M010,32627
2025-01-10,M011,23129
2025-01-10,M012,43992
2025-01-10,M013,19431
2025-01-10,M014,41339
2025-01-10,M015,24205
2025-01-10,M016,36452
2025-01-10,M017,21823
2025-01-10,M018,48597
2025-01-10,M019,27995
2025-01-10,M020,54456
2025-01-10,M021,21711
2025-01-10,M022,29553
2025-01-10,M023,31106
2025-01-10,M024,59270
2025-01-10,M025,25603
2025-01-10,M026,36385
2025-01-10,M027,35228
2025-01-10,M028,64261
2025-01-10,M029,27512
2025-01-10,M030,51684
2025-01-10,M031,23367
2025-01-10,M032,48449
2025-01-10,M033,28782
2025-01-10,M034,65712
2025-01-10,M035,55739
2025-01-10,M036,53232
2025-01-10,M037,20283
2025-01-10,M038,46764
2025-01-10,M039,42172
2025-01-10,M040,83351
2025-01-10,M041,33484
2025-01-10,M042,71450
2025-01-10,M043,32023
2025-01-10,M044,68583
2025-01-10,M045,36440
2025-01-10,M046,43911
2025-01-10,M047,40604
2025-01-10,M048,89971
2025-01-11,M001,8811
2025-01-11,M002,15539
2025-01-11,M003,22505
2025-01-11,M004,20423
2025-01-11,M005,28256
2025-01-11,M006,27197
2025-01-11,M007,30236
2025-01-11,M008,15361
2025-01-11,M009,21646
2025-01-11,M010,28120
2025-01-11,M011,27757
2025-01-11,M012,24446
2025-01-11,M013,25993
2025-01-11,M014,33481
2025-01-11,M015,27386
2025-01-11,M016,18180
2025-01-11,M017,25590
2025-01-11,M018,36577
2025-01-11,M019,34759
2025-01-11,M020,30473
2025-01-11,M021,27146
2025-01-11,M022,27769
2025-01-11,M023,36561
2025-01-11,M024,36218
2025-01-11,M025,30756
2025-01-11,M026,29467
2025-01-11,M027,40294
2025-01-11,M028,33442
2025-01-11,M029,33800
2025-01-11,M030,47055
2025-01-11,M031,30875
2025-01-11,M032,28022
2025-01-11,M033,40000
2025-01-11,M034,53803
2025-01-11,M035,71496
2025-01-11,M036,27727
2025-01-11,M037,26945
2025-01-11,M038,33932
2025-01-11,M039,48535
2025-01-11,M040,43186
2025-01-11,M041,41622
2025-01-11,M042,59525
2025-01-11,M043,38727
2025-01-11,M044,34028
2025-01-11,M045,48639
2025-01-11,M046,41842
2025-01-11,M047,51581
2025-01-11,M048,48034
2025-01-12,M001,11650
2025-01-12,M002,14340
2025-01-12,M003,18148
2025-01-12,M004,19552
2025-01-12,M005,38176
2025-01-12,M006,25575
2025-01-12,M007,23740
2025-01-12,M008,13307
2025-01-12,M009,31287
2025-01-12,M010,27608
2025-01-12,M011,22352
2025-01-12,M012,22349
2025-01-12,M013,35094
2025-01-12,M014,34524
2025-01-12,M015,27733
2025-01-12,M016,16254
2025-01-12,M017,36968
2025-01-12,M018,31967
2025-01-12,M019,27229
2025-01-12,M020,26383
2025-01-12,M021,38807
2025-01-12,M022,22154
2025-01-12,M023,28901
2025-01-12,M024,28878
2025-01-12,M025,44113
2025-01-12,M026,28294
2025-01-12,M027,37351
2025-01-12,M028,30451
2025-01-12,M029,44901
2025-01-12,M030,43266
2025-01-12,M031,24931
2025-01-12,M032,25724
2025-01-12,M033,51003
2025-01-12,M034,45887
2025-01-12,M035,63304
2025-01-12,M036,26304
2025-01-12,M037,35465
2025-01-12,M038,31828
2025-01-12,M039,39503
2025-01-12,M040,41112
2025-01-12,M041,48936
2025-01-12,M042,52246
2025-01-12,M043,33317
2025-01-12,M044,32345
2025-01-12,M045,67478
2025-01-12,M046,34812
2025-01-12,M047,48561
2025-01-12,M048,45935
2025-01-13,M001,14566
2025-01-13,M002,13163
2025-01-13,M003,20235
2025-01-13,M004,29310
2025-01-13,M005,44304
2025-01-13,M006,22471
2025-01-13,M007,27805
2025-01-13,M008,19078
2025-01-13,M009,33195
2025-01-13,M010,25251
2025-01-13,M011,27233
2025-01-13,M012,31805
2025-01-13,M013,36415
2025-01-13,M014,30598
2025-01-13,M015,30227
2025-01-13,M016,24101
2025-01-13,M017,37657
2025-01-13,M018,30544
2025-01-13,M019,30036
2025-01-13,M020,38571
2025-01-13,M021,40743
2025-01-13,M022,22637
2025-01-13,M023,33035
2025-01-13,M024,43958
2025-01-13,M025,46209
2025-01-13,M026,27008
2025-01-13,M027,40214
2025-01-13,M028,43738
2025-01-13,M029,42791
2025-01-13,M030,35492
2025-01-13,M031,26008
2025-01-13,M032,35453
2025-01-13,M033,53604
2025-01-13,M034,41451
2025-01-13,M035,69765
2025-01-13,M036,40080
2025-01-13,M037,36371
2025-01-13,M038,31730
2025-01-13,M039,47159
2025-01-13,M040,58615
2025-01-13,M041,57121
2025-01-13,M042,43562
2025-01-13,M043,38246
2025-01-13,M044,47222
2025-01-13,M045,67612
2025-01-13,M046,33712
2025-01-13,M047,50282
2025-01-13,M048,64747
2025-01-14,M001,8310
2025-01-14,M002,18264
2025-01-14,M003,18746
2025-01-14,M004,38402
2025-01-14,M005,23588
2025-01-14,M006,33147
2025-01-14,M007,22910
2025-01-14,M008,26584
2025-01-14,M009,18225
2025-01-14,M010,32399
2025-01-14,M011,22770
2025-01-14,M012,49882
2025-01-14,M013,19240
2025-01-14,M014,46319
2025-01-14,M015,22733
2025-01-14,M016,34891
2025-01-14,M017,20939
2025-01-14,M018,49415
2025-01-14,M019,28588
2025-01-14,M020,59712
2025-01-14,M021,21456
2025-01-14,M022,29054
2025-01-14,M023,28914
2025-01-14,M024,63771
2025-01-14,M025,24978
2025-01-14,M026,34686
2025-01-14,M027,35241
2025-01-14,M028,59067
2025-01-14,M029,26779
2025-01-14,M030,51403
2025-01-14,M031,23035
2025-01-14,M032,52014
2025-01-14,M033,27975
2025-01-14,M034,64522
2025-01-14,M035,58604
2025-01-14,M036,52596
2025-01-14,M037,20463
2025-01-14,M038,46847
2025-01-14,M039,40977
2025-01-14,M040,75721
2025-01-14,M041,32684
2025-01-14,M042,62955
2025-01-14,M043,30545
2025-01-14,M044,69767
2025-01-14,M045,39483
2025-01-14,M046,45443
2025-01-14,M047,45114
2025-01-14,M048,83423
2025-01-15,M001,10616
2025-01-15,M002,16234
2025-01-15,M003,24544
2025-01-15,M004,23990
2025-01-15,M005,35612
2025-01-15,M006,33453
2025-01-15,M007,33327
2025-01-15,M008,16770
2025-01-15,M009,24621
2025-01-15,M010,34165
2025-01-15,M011,30988
2025-01-15,M012,26205
2025-01-15,M013,26365
2025-01-15,M014,40488
2025-01-15,M015,32515
2025-01-15,M016,22749
2025-01-15,M017,29289
2025-01-15,M018,41914
2025-01-15,M019,33857
2025-01-15,M020,35437
2025-01-15,M021,30138
2025-01-15,M022,27426
2025-01-15,M023,38928
2025-01-15,M024,37042
2025-01-15,M025,37735
2025-01-15,M026,35437
2025-01-15,M027,45004
2025-01-15,M028,41426
2025-01-15,M029,34206
2025-01-15,M030,53358
2025-01-15,M031,30688
2025-01-15,M032,29355
2025-01-15,M033,43054
2025-01-15,M034,56748
2025-01-15,M035,71332
2025-01-15,M036,32910
2025-01-15,M037,26595
2025-01-15,M038,42231
2025-01-15,M039,52675
2025-01-15,M040,52578
2025-01-15,M041,45763
2025-01-15,M042,60570
2025-01-15,M043,38715
2025-01-15,M044,38770
2025-01-15,M045,50112
2025-01-15,M046,43851
2025-01-15,M047,60129
2025-01-15,M048,50885
2025-01-16,M001,13997
2025-01-16,M002,14619
2025-01-16,M003,22249
2025-01-16,M004,21272
2025-01-16,M005,42086
2025-01-16,M006,30094
2025-01-16,M007,25484
2025-01-16,M008,15728
2025-01-16,M009,30490
2025-01-16,M010,30212
2025-01-16,M011,26753
2025-01-16,M012,24955
2025-01-16,M013,37586
2025-01-16,M014,37618
2025-01-16,M015,30800
2025-01-16,M016,17758
2025-01-16,M017,42420
2025-01-16,M018,39579
2025-01-16,M019,29982
2025-01-16,M020,29686
2025-01-16,M021,40835
2025-01-16,M022,26568
2025-01-16,M023,35889
2025-01-16,M024,35492
2025-01-16,M025,51576
2025-01-16,M026,31359
2025-01-16,M027,38332
2025-01-16,M028,35986
2025-01-16,M029,44562
2025-01-16,M030,42347
2025-01-16,M031,28148
2025-01-16,M032,27416
2025-01-16,M033,52895
2025-01-16,M034,54390
2025-01-16,M035,61320
2025-01-16,M036,30999
2025-01-16,M037,36396
2025-01-16,M038,33937
2025-01-16,M039,48194
2025-01-16,M040,42544
2025-01-16,M041,62778
2025-01-16,M042,57595
2025-01-16,M043,36554
2025-01-16,M044,35061
2025-01-16,M045,73463
2025-01-16,M046,40991
2025-01-16,M047,48892
2025-01-16,M048,51296
2025-01-17,M001,13955
2025-01-17,M002,12791
2025-01-17,M003,21464
2025-01-17,M004,27981
2025-01-17,M005,44440
2025-01-17,M006,24556
2025-01-17,M007,28189
2025-01-17,M008,20225
2025-01-17,M009,31110
2025-01-17,M010,24591
2025-01-17,M011,25732
2025-01-17,M012,31180
2025-01-17,M013,37990
2025-01-17,M014,31379
2025-01-17,M015,26740
2025-01-17,M016,23365
2025-01-17,M017,39270
2025-01-17,M018,32648
2025-01-17,M019,33863
2025-01-17,M020,41508
2025-01-17,M021,41741
2025-01-17,M022,20974
2025-01-17,M023,37141
2025-01-17,M024,44354
2025-01-17,M025,44754
2025-01-17,M026,24944
2025-01-17,M027,38928
2025-01-17,M028,44606
2025-01-17,M029,42024
2025-01-17,M030,36405
2025-01-17,M031,29026
2025-01-17,M032,34304
2025-01-17,M033,49615
2025-01-17,M034,45584
2025-01-17,M035,70889
2025-01-17,M036,38460
2025-01-17,M037,36615
2025-01-17,M038,29309
2025-01-17,M039,44509
2025-01-17,M040,61413
2025-01-17,M041,58724
2025-01-17,M042,45246
2025-01-17,M043,35237
2025-01-17,M044,47190
2025-01-17,M045,70052
2025-01-17,M046,35117
2025-01-17,M047,53475
2025-01-17,M048,63794
2025-01-18,M001,6453
2025-01-18,M002,16769
2025-01-18,M003,15207
2025-01-18,M004,33684
2025-01-18,M005,20787
2025-01-18,M006,32404
2025-01-18,M007,21411
2025-01-18,M008,25699
2025-01-18,M009,15177
2025-01-18,M010,28749
2025-01-18,M011,19403
2025-01-18,M012,43835
2025-01-18,M013,18835
2025-01-18,M014,37289
2025-01-18,M015,22003
2025-01-18,M016,30090
2025-01-18,M017,20071
2025-01-18,M018,43099
2025-01-18,M019,26042
2025-01-18,M020,51310
2025-01-18,M021,22058
2025-01-18,M022,30092
2025-01-18,M023,25598
2025-01-18,M024,51561
2025-01-18,M025,24172
2025-01-18,M026,34444
2025-01-18,M027,29993
2025-01-18,M028,54801
2025-01-18,M029,22509
2025-01-18,M030,51533
2025-01-18,M031,19710
2025-01-18,M032,47043
2025-01-18,M033,26591
2025-01-18,M034,57299
2025-01-18,M035,49652
2025-01-18,M036,46054
2025-01-18,M037,17323
2025-01-18,M038,42599
2025-01-18,M039,37242
2025-01-18,M040,76460
2025-01-18,M041,30426
2025-01-18,M042,64096
2025-01-18,M043,26450
2025-01-18,M044,54346
2025-01-18,M045,33386
2025-01-18,M046,39626
2025-01-18,M047,37578
2025-01-18,M048,81670
2025-01-19,M001,9152
2025-01-19,M002,14250
2025-01-19,M003,23004
2025-01-19,M004,22332
2025-01-19,M005,27613
2025-01-19,M006,30139
2025-01-19,M007,29678
2025-01-19,M008,15496
2025-01-19,M009,21458
2025-01-19,M010,29059
2025-01-19,M011,26400
2025-01-19,M012,25268
2025-01-19,M013,23905
2025-01-19,M014,35018
2025-01-19,M015,29126
2025-01-19,M016,19064
2025-01-19,M017,25643
2025-01-19,M018,36150
2025-01-19,M019,34342
2025-01-19,M020,32020
2025-01-19,M021,29106
2025-01-19,M022,27386
2025-01-19,M023,33401
2025-01-19,M024,31663
2025-01-19,M025,32511
2025-01-19,M026,33123
2025-01-19,M027,44602
2025-01-19,M028,34643
2025-01-19,M029,29233
2025-01-19,M030,46791
2025-01-19,M031,28759
2025-01-19,M032,27277
2025-01-19,M033,37311
2025-01-19,M034,48476
2025-01-19,M035,64108
2025-01-19,M036,28923
2025-01-19,M037,25277
2025-01-19,M038,39613
2025-01-19,M039,48750
2025-01-19,M040,46390
2025-01-19,M041,39509
2025-01-19,M042,53562
2025-01-19,M043,35342
2025-01-19,M044,36966
2025-01-19,M045,44774
2025-01-19,M046,42314
2025-01-19,M047,50997
2025-01-19,M048,47900
2025-01-20,M001,14798
2025-01-20,M002,15611
2025-01-20,M003,22485
2025-01-20,M004,21204
2025-01-20,M005,41397
2025-01-20,M006,26437
2025-01-20,M007,26283
2025-01-20,M008,16491
2025-01-20,M009,29862
2025-01-20,M010,27510
2025-01-20,M011,23921
2025-01-20,M012,27306
2025-01-20,M013,37687
2025-01-20,M014,36881
2025-01-20,M015,29195
2025-01-20,M016,19071
2025-01-20,M017,39237
2025-01-20,M018,35587
2025-01-20,M019,33482
2025-01-20,M020,29534
2025-01-20,M021,43040
2025-01-20,M022,26490
2025-01-20,M023,33410
2025-01-20,M024,35101
2025-01-20,M025,48790
2025-01-20,M026,30938
2025-01-20,M027,42118
2025-01-20,M028,34535
2025-01-20,M029,44023
2025-01-20,M030,44309
2025-01-20,M031,29662
2025-01-20,M032,28284
2025-01-20,M033,56861
2025-01-20,M034,49545
2025-01-20,M035,69044
2025-01-20,M036,27927
2025-01-20,M037,37211
2025-01-20,M038,36119
2025-01-20,M039,50366
2025-01-20,M040,41737
2025-01-20,M041,56468
2025-01-20,M042,57870
2025-01-20,M043,38161
2025-01-20,M044,35060
2025-01-20,M045,73042
2025-01-20,M046,36479
2025-01-20,M047,54751
2025-01-20,M048,51042
2025-01-21,M001,14544
2025-01-21,M002,13663
2025-01-21,M003,21807
2025-01-21,M004,27323
2025-01-21,M005,42004
2025-01-21,M006,25165
2025-01-21,M007,27873
2025-01-21,M008,19432
2025-01-21,M009,30293
2025-01-21,M010,24867
2025-01-21,M011,27123
2025-01-21,M012,31389
2025-01-21,M013,35536
2025-01-21,M014,29275
2025-01-21,M015,28115
2025-01-21,M016,25485
2025-01-21,M017,39785
2025-01-21,M018,31293
2025-01-21,M019,33258
2025-01-21,M020,43528
2025-01-21,M021,42943
2025-01-21,M022,21410
2025-01-21,M023,36788
2025-01-21,M024,43234
2025-01-21,M025,44817
2025-01-21,M026,26268
2025-01-21,M027,39323
2025-01-21,M028,45109
2025-01-21,M029,48516
2025-01-21,M030,37243
2025-01-21,M031,27178
2025-01-21,M032,36860
2025-01-21,M033,54715
2025-01-21,M034,44181
2025-01-21,M035,62836
2025-01-21,M036,35013
2025-01-21,M037,36511
2025-01-21,M038,30913
2025-01-21,M039,49907
2025-01-21,M040,61934
2025-01-21,M041,57850
2025-01-21,M042,50515
2025-01-21,M043,38791
2025-01-21,M044,48925
2025-01-21,M045,66205
2025-01-21,M046,30956
2025-01-21,M047,51454
2025-01-21,M048,60283
2025-01-22,M001,7366
2025-01-22,M002,16926
2025-01-22,M003,17710
2025-01-22,M004,40425
2025-01-22,M005,24799
2025-01-22,M006,35685
2025-01-22,M007,24897
2025-01-22,M008,28782
2025-01-22,M009,17383
2025-01-22,M010,34638
2025-01-22,M011,20600
2025-01-22,M012,48515
2025-01-22,M013,20306
2025-01-22,M014,45576
2025-01-22,M015,22500
2025-01-22,M016,34403
2025-01-22,M017,21910
2025-01-22,M018,47394
2025-01-22,M019,27635
2025-01-22,M020,60610
2025-01-22,M021,22535
2025-01-22,M022,31939
2025-01-22,M023,29775
2025-01-22,M024,62150
2025-01-22,M025,28003
2025-01-22,M026,39162
2025-01-22,M027,34682
2025-01-22,M028,63795
2025-01-22,M029,27058
2025-01-22,M030,51775
2025-01-22,M031,22026
2025-01-22,M032,47544
2025-01-22,M033,30153
2025-01-22,M034,58308
2025-01-22,M035,52608
2025-01-22,M036,50159
2025-01-22,M037,20143
2025-01-22,M038,41750
2025-01-22,M039,40231
2025-01-22,M040,79544
2025-01-22,M041,33003
2025-01-22,M042,61715
2025-01-22,M043,31333
2025-01-22,M044,64816
2025-01-22,M045,38748
2025-01-22,M046,47497
2025-01-22,M047,44049
2025-01-22,M048,89511
2025-01-23,M001,10720
2025-01-23,M002,18136
2025-01-23,M003,24865
2025-01-23,M004,24312
2025-01-23,M005,31860
2025-01-23,M006,30856
2025-01-23,M007,29782
2025-01-23,M008,16567
2025-01-23,M009,25056
2025-01-23,M010,34415
2025-01-23,M011,28973
2025-01-23,M012,27538
2025-01-23,M013,27393
2025-01-23,M014,39136
2025-01-23,M015,32601
2025-01-23,M016,20861
2025-01-23,M017,27308
2025-01-23,M018,40402
2025-01-23,M019,37845
