date,merchant_id,declared_budget
2025-01-03,M035,246636.0
2025-01-03,M036,182590.0
2025-01-03,M037,196664.0
2025-01-03,M038,210738.0
2025-01-03,M039,224812.0
2025-01-03,M040,238886.0
2025-01-03,M041,252960.0
2025-01-03,M042,267034.0
2025-01-03,M043,202988.0
2025-01-03,M044,217062.0
2025-01-03,M045,231136.0
2025-01-03,M046,245210.0
2025-01-03,M047,259284.0
2025-01-03,M048,273358.0
2025-01-04,M001,80600.0
2025-01-04,M002,94674.0
2025-01-04,M003,108748.0
2025-01-04,M004,122822.0
2025-01-04,M005,136896.0
2025-01-04,M006,150970.0
2025-01-04,M007,165044.0
2025-01-04,M008,100998.0
2025-01-04,M009,115072.0
2025-01-04,M010,129146.0
2025-01-04,M011,143220.0
2025-01-04,M012,157294.0
2025-01-04,M013,171368.0
2025-01-04,M014,185442.0
2025-01-04,M015,121396.0
2025-01-04,M016,135470.0
2025-01-04,M017,149544.0
2025-01-04,M018,163618.0
2025-01-04,M019,177692.0
2025-01-04,M020,191766.0
2025-01-04,M021,205840.0
2025-01-04,M022,141794.0
2025-01-04,M023,155868.0
2025-01-04,M024,169942.0
2025-01-04,M025,184016.0
2025-01-04,M026,198090.0
2025-01-04,M027,212164.0
2025-01-04,M028,226238.0
2025-01-04,M029,162192.0
2025-01-04,M030,176266.0
2025-01-04,M031,190340.0
2025-01-04,M032,204414.0
2025-01-04,M033,218488.0
2025-01-04,M034,232562.0
2025-01-04,M035,246636.0
2025-01-04,M036,182590.0
2025-01-04,M037,196664.0
2025-01-04,M038,210738.0
2025-01-04,M039,224812.0
2025-01-04,M040,238886.0
2025-01-04,M041,252960.0
2025-01-04,M042,267034.0
2025-01-04,M043,202988.0
2025-01-04,M044,217062.0
2025-01-04,M045,231136.0
2025-01-04,M046,245210.0
2025-01-04,M047,259284.0
2025-01-04,M048,273358.0
2025-01-05,M001,80600.0
2025-01-05,M002,94674.0
2025-01-05,M003,108748.0
2025-01-05,M004,122822.0
2025-01-05,M005,136896.0
2025-01-05,M006,150970.0
2025-01-05,M007,165044.0
2025-01-05,M008,100998.0
2025-01-05,M009,115072.0
2025-01-05,M010,129146.0
2025-01-05,M011,143220.0
2025-01-05,M012,157294.0
2025-01-05,M013,171368.0
2025-01-05,M014,185442.0
2025-01-05,M015,121396.0
2025-01-05,M016,135470.0
2025-01-05,M017,149544.0
2025-01-05,M018,163618.0
2025-01-05,M019,177692.0
2025-01-05,M020,191766.0
2025-01-05,M021,205840.0
2025-01-05,M022,141794.0
2025-01-05,M023,155868.0
2025-01-05,M024,169942.0
2025-01-05,M025,184016.0
2025-01-05,M026,198090.0
2025-01-05,M027,212164.0
2025-01-05,M028,226238.0
2025-01-05,M029,162192.0
2025-01-05,M030,176266.0
2025-01-05,M031,190340.0
2025-01-05,M032,204414.0
2025-01-05,M033,218488.0
2025-01-05,M034,232562.0
2025-01-05,M035,246636.0
2025-01-05,M036,182590.0
2025-01-05,M037,196664.0
2025-01-05,M038,210738.0
2025-01-05,M039,224812.0
2025-01-05,M040,238886.0
2025-01-05,M041,252960.0
2025-01-05,M042,267034.0
2025-01-05,M043,202988.0
2025-01-05,M044,217062.0
2025-01-05,M045,231136.0
2025-01-05,M046,245210.0
2025-01-05,M047,259284.0
2025-01-05,M048,273358.0
2025-01-06,M001,80600.0
2025-01-06,M002,94674.0
2025-01-06,M003,108748.0
2025-01-06,M004,122822.0
2025-01-06,M005,136896.0
2025-01-06,M006,150970.0
2025-01-06,M007,165044.0
2025-01-06,M008,100998.0
2025-01-06,M009,115072.0
2025-01-06,M010,129146.0
2025-01-06,M011,143220.0
2025-01-06,M012,157294.0
2025-01-06,M013,171368.0
2025-01-06,M014,185442.0
2025-01-06,M015,121396.0
2025-01-06,M016,135470.0
2025-01-06,M017,149544.0
2025-01-06,M018,163618.0
2025-01-06,M019,177692.0
2025-01-06,M020,191766.0
2025-01-06,M021,205840.0
2025-01-06,M022,141794.0
2025-01-06,M023,155868.0
2025-01-06,M024,169942.0
2025-01-06,M025,184016.0
2025-01-06,M026,198090.0
2025-01-06,M027,212164.0
2025-01-06,M028,226238.0
2025-01-06,M029,162192.0
2025-01-06,M030,176266.0
2025-01-06,M031,190340.0
2025-01-06,M032,204414.0
2025-01-06,M033,218488.0
2025-01-06,M034,232562.0
2025-01-06,M035,246636.0
2025-01-06,M036,182590.0
2025-01-06,M037,196664.0
2025-01-06,M038,210738.0
2025-01-06,M039,224812.0
2025-01-06,M040,238886.0
2025-01-06,M041,252960.0
2025-01-06,M042,267034.0
2025-01-06,M043,202988.0
2025-01-06,M044,217062.0
2025-01-06,M045,231136.0
2025-01-06,M046,245210.0
2025-01-06,M047,259284.0
2025-01-06,M048,273358.0
2025-01-07,M001,80600.0
2025-01-07,M002,94674.0
2025-01-07,M003,108748.0
2025-01-07,M004,122822.0
2025-01-07,M005,136896.0
2025-01-07,M006,150970.0
2025-01-07,M007,165044.0
2025-01-07,M008,100998.0
2025-01-07,M009,115072.0
2025-01-07,M010,129146.0
2025-01-07,M011,143220.0
2025-01-07,M012,157294.0
2025-01-07,M013,171368.0
2025-01-07,M014,185442.0
2025-01-07,M015,121396.0
2025-01-07,M016,135470.0
2025-01-07,M017,149544.0
2025-01-07,M018,163618.0
2025-01-07,M019,177692.0
2025-01-07,M020,191766.0
2025-01-07,M021,205840.0
2025-01-07,M022,141794.0
2025-01-07,M023,155868.0
2025-01-07,M024,169942.0
2025-01-07,M025,184016.0
2025-01-07,M026,198090.0
2025-01-07,M027,212164.0
2025-01-07,M028,226238.0
2025-01-07,M029,162192.0
2025-01-07,M030,176266.0
2025-01-07,M031,190340.0
2025-01-07,M032,204414.0
2025-01-07,M033,218488.0
2025-01-07,M034,232562.0
2025-01-07,M035,246636.0
2025-01-07,M036,182590.0
2025-01-07,M037,196664.0
2025-01-07,M038,210738.0
2025-01-07,M039,224812.0
2025-01-07,M040,238886.0
2025-01-07,M041,252960.0
2025-01-07,M042,267034.0
2025-01-07,M043,202988.0
2025-01-07,M044,217062.0
2025-01-07,M045,231136.0
2025-01-07,M046,245210.0
2025-01-07,M047,259284.0
2025-01-07,M048,273358.0
2025-01-08,M001,80600.0
2025-01-08,M002,94674.0
2025-01-08,M003,108748.0
2025-01-08,M004,122822.0
2025-01-08,M005,136896.0
2025-01-08,M006,150970.0
2025-01-08,M007,165044.0
2025-01-08,M008,100998.0
2025-01-08,M009,115072.0
2025-01-08,M010,129146.0
2025-01-08,M011,143220.0
2025-01-08,M012,157294.0
2025-01-08,M013,171368.0
2025-01-08,M014,185442.0
2025-01-08,M015,121396.0
2025-01-08,M016,135470.0
2025-01-08,M017,149544.0
2025-01-08,M018,163618.0
2025-01-08,M019,177692.0
2025-01-08,M020,191766.0
2025-01-08,M021,205840.0
2025-01-08,M022,141794.0
2025-01-08,M023,155868.0
2025-01-08,M024,169942.0
2025-01-08,M025,184016.0
2025-01-08,M026,198090.0
2025-01-08,M027,212164.0
2025-01-08,M028,226238.0
2025-01-08,M029,162192.0
2025-01-08,M030,176266.0
2025-01-08,M031,190340.0
2025-01-08,M032,204414.0
2025-01-08,M033,218488.0
2025-01-08,M034,232562.0
2025-01-08,M035,246636.0
2025-01-08,M036,182590.0
2025-01-08,M037,196664.0
2025-01-08,M038,210738.0
2025-01-08,M039,224812.0
2025-01-08,M040,238886.0
2025-01-08,M041,252960.0
2025-01-08,M042,267034.0
2025-01-08,M043,202988.0
2025-01-08,M044,217062.0
2025-01-08,M045,231136.0
2025-01-08,M046,245210.0
2025-01-08,M047,259284.0
2025-01-08,M048,273358.0
2025-01-09,M001,80600.0
2025-01-09,M002,94674.0
2025-01-09,M003,108748.0
2025-01-09,M004,122822.0
2025-01-09,M005,136896.0
2025-01-09,M006,150970.0
2025-01-09,M007,165044.0
2025-01-09,M008,100998.0
2025-01-09,M009,115072.0
2025-01-09,M010,129146.0
2025-01-09,M011,143220.0
2025-01-09,M012,157294.0
2025-01-09,M013,171368.0
2025-01-09,M014,185442.0
2025-01-09,M015,121396.0
2025-01-09,M016,135470.0
2025-01-09,M017,149544.0
2025-01-09,M018,163618.0
2025-01-09,M019,177692.0
2025-01-09,M020,191766.0
2025-01-09,M021,205840.0
2025-01-09,M022,141794.0
2025-01-09,M023,155868.0
2025-01-09,M024,169942.0
2025-01-09,M025,184016.0
2025-01-09,M026,198090.0
2025-01-09,M027,212164.0
2025-01-09,M028,226238.0
2025-01-09,M029,162192.0
2025-01-09,M030,176266.0
2025-01-09,M031,190340.0
2025-01-09,M032,204414.0
2025-01-09,M033,218488.0
2025-01-09,M034,232562.0
2025-01-09,M035,246636.0
2025-01-09,M036,182590.0
2025-01-09,M037,196664.0
2025-01-09,M038,210738.0
2025-01-09,M039,224812.0
2025-01-09,M040,238886.0
2025-01-09,M041,252960.0
2025-01-09,M042,267034.0
2025-01-09,M043,202988.0
2025-01-09,M044,217062.0
2025-01-09,M045,231136.0
2025-01-09,M046,245210.0
2025-01-09,M047,259284.0
2025-01-09,M048,273358.0
2025-01-10,M001,80600.0
2025-01-10,M002,94674.0
2025-01-10,M003,108748.0
2025-01-10,M004,122822.0
2025-01-10,M005,136896.0
2025-01-10,M006,150970.0
2025-01-10,M007,165044.0
2025-01-10,M008,100998.0
2025-01-10,M009,115072.0
2025-01-10,M010,129146.0
2025-01-10,M011,143220.0
2025-01-10,M012,157294.0
2025-01-10,M013,171368.0
2025-01-10,M014,185442.0
2025-01-10,M015,121396.0
2025-01-10,M016,135470.0
2025-01-10,M017,149544.0
2025-01-10,M018,163618.0
2025-01-10,M019,177692.0
2025-01-10,M020,191766.0
2025-01-10,M021,205840.0
2025-01-10,M022,141794.0
2025-01-10,M023,155868.0
2025-01-10,M024,169942.0
2025-01-10,M025,184016.0
2025-01-10,M026,198090.0
2025-01-10,M027,212164.0
2025-01-10,M028,226238.0
2025-01-10,M029,162192.0
2025-01-10,M030,176266.0
2025-01-10,M031,190340.0
2025-01-10,M032,204414.0
2025-01-10,M033,218488.0
2025-01-10,M034,232562.0
2025-01-10,M035,246636.0
2025-01-10,M036,182590.0
2025-01-10,M037,196664.0
2025-01-10,M038,210738.0
2025-01-10,M039,224812.0
2025-01-10,M040,238886.0
2025-01-10,M041,252960.0
2025-01-10,M042,267034.0
2025-01-10,M043,202988.0
2025-01-10,M044,217062.0
2025-01-10,M045,231136.0
2025-01-10,M046,245210.0
2025-01-10,M047,259284.0
2025-01-10,M048,273358.0
2025-01-11,M001,80600.0
2025-01-11,M002,94674.0
2025-01-11,M003,108748.0
2025-01-11,M004,122822.0
2025-01-11,M005,136896.0
2025-01-11,M006,150970.0
2025-01-11,M007,165044.0
2025-01-11,M008,100998.0
2025-01-11,M009,115072.0
2025-01-11,M010,129146.0
2025-01-11,M011,143220.0
2025-01-11,M012,157294.0
2025-01-11,M013,171368.0
2025-01-11,M014,185442.0
2025-01-11,M015,121396.0
2025-01-11,M016,135470.0
2025-01-11,M017,149544.0
2025-01-11,M018,163618.0
2025-01-11,M019,177692.0
2025-01-11,M020,191766.0
2025-01-11,M021,205840.0
2025-01-11,M022,141794.0
2025-01-11,M023,155868.0
2025-01-11,M024,169942.0
2025-01-11,M025,184016.0
2025-01-11,M026,198090.0
2025-01-11,M027,212164.0
2025-01-11,M028,226238.0
2025-01-11,M029,162192.0
2025-01-11,M030,176266.0
2025-01-11,M031,190340.0
2025-01-11,M032,204414.0
2025-01-11,M033,218488.0
2025-01-11,M034,232562.0
2025-01-11,M035,246636.0
2025-01-11,M036,182590.0
2025-01-11,M037,196664.0
2025-01-11,M038,210738.0
2025-01-11,M039,224812.0
2025-01-11,M040,238886.0
2025-01-11,M041,252960.0
2025-01-11,M042,267034.0
2025-01-11,M043,202988.0
2025-01-11,M044,217062.0
2025-01-11,M045,231136.0
2025-01-11,M046,245210.0
2025-01-11,M047,259284.0
2025-01-11,M048,273358.0
2025-01-12,M001,80600.0
2025-01-12,M002,94674.0
2025-01-12,M003,108748.0
2025-01-12,M004,122822.0
2025-01-12,M005,136896.0
2025-01-12,M006,150970.0
2025-01-12,M007,165044.0
2025-01-12,M008,100998.0
2025-01-12,M009,115072.0
2025-01-12,M010,129146.0
2025-01-12,M011,143220.0
2025-01-12,M012,157294.0
2025-01-12,M013,171368.0
2025-01-12,M014,185442.0
2025-01-12,M015,121396.0
2025-01-12,M016,135470.0
2025-01-12,M017,149544.0
2025-01-12,M018,163618.0
2025-01-12,M019,177692.0
2025-01-12,M020,191766.0
2025-01-12,M021,205840.0
2025-01-12,M022,141794.0
2025-01-12,M023,155868.0
2025-01-12,M024,169942.0
2025-01-12,M025,184016.0
2025-01-12,M026,198090.0
2025-01-12,M027,212164.0
2025-01-12,M028,226238.0
2025-01-12,M029,162192.0
2025-01-12,M030,176266.0
2025-01-12,M031,190340.0
2025-01-12,M032,204414.0
2025-01-12,M033,218488.0
2025-01-12,M034,232562.0
2025-01-12,M035,246636.0
2025-01-12,M036,182590.0
2025-01-12,M037,196664.0
2025-01-12,M038,210738.0
2025-01-12,M039,224812.0
2025-01-12,M040,238886.0
2025-01-12,M041,252960.0
2025-01-12,M042,267034.0
2025-01-12,M043,202988.0
2025-01-12,M044,217062.0
2025-01-12,M045,231136.0
2025-01-12,M046,245210.0
2025-01-12,M047,259284.0
2025-01-12,M048,273358.0
2025-01-13,M001,80600.0
2025-01-13,M002,94674.0
2025-01-13,M003,108748.0
2025-01-13,M004,122822.0
2025-01-13,M005,136896.0
2025-01-13,M006,150970.0
2025-01-13,M007,165044.0
2025-01-13,M008,100998.0
2025-01-13,M009,115072.0
2025-01-13,M010,129146.0
2025-01-13,M011,143220.0
2025-01-13,M012,157294.0
2025-01-13,M013,171368.0
2025-01-13,M014,185442.0
2025-01-13,M015,121396.0
2025-01-13,M016,135470.0
2025-01-13,M017,149544.0
2025-01-13,M018,163618.0
2025-01-13,M019,177692.0
2025-01-13,M020,191766.0
2025-01-13,M021,205840.0
2025-01-13,M022,141794.0
2025-01-13,M023,155868.0
2025-01-13,M024,169942.0
2025-01-13,M025,184016.0
2025-01-13,M026,198090.0
2025-01-13,M027,212164.0
2025-01-13,M028,226238.0
2025-01-13,M029,162192.0
2025-01-13,M030,176266.0
2025-01-13,M031,190340.0
2025-01-13,M032,204414.0
2025-01-13,M033,218488.0
2025-01-13,M034,232562.0
2025-01-13,M035,246636.0
2025-01-13,M036,182590.0
2025-01-13,M037,196664.0
2025-01-13,M038,210738.0
2025-01-13,M039,224812.0
2025-01-13,M040,238886.0
2025-01-13,M041,252960.0
2025-01-13,M042,267034.0
2025-01-13,M043,202988.0
2025-01-13,M044,217062.0
2025-01-13,M045,231136.0
2025-01-13,M046,245210.0
2025-01-13,M047,259284.0
2025-01-13,M048,273358.0
2025-01-14,M001,80600.0
2025-01-14,M002,94674.0
2025-01-14,M003,108748.0
2025-01-14,M004,122822.0
2025-01-14,M005,136896.0
2025-01-14,M006,150970.0
2025-01-14,M007,165044.0
2025-01-14,M008,100998.0
2025-01-14,M009,115072.0
2025-01-14,M010,129146.0
2025-01-14,M011,143220.0
2025-01-14,M012,157294.0
2025-01-14,M013,171368.0
2025-01-14,M014,185442.0
2025-01-14,M015,121396.0
2025-01-14,M016,135470.0
2025-01-14,M017,149544.0
2025-01-14,M018,163618.0
2025-01-14,M019,177692.0
2025-01-14,M020,191766.0
2025-01-14,M021,205840.0
2025-01-14,M022,141794.0
2025-01-14,M023,155868.0
2025-01-14,M024,169942.0
2025-01-14,M025,184016.0
2025-01-14,M026,198090.0
2025-01-14,M027,212164.0
2025-01-14,M028,226238.0
2025-01-14,M029,162192.0
2025-01-14,M030,176266.0
2025-01-14,M031,190340.0
2025-01-14,M032,204414.0
2025-01-14,M033,218488.0
2025-01-14,M034,232562.0
2025-01-14,M035,246636.0
2025-01-14,M036,182590.0
2025-01-14,M037,196664.0
2025-01-14,M038,210738.0
2025-01-14,M039,224812.0
2025-01-14,M040,238886.0
2025-01-14,M041,252960.0
2025-01-14,M042,267034.0
2025-01-14,M043,202988.0
2025-01-14,M044,217062.0
2025-01-14,M045,231136.0
2025-01-14,M046,245210.0
2025-01-14,M047,259284.0
2025-01-14,M048,273358.0
2025-01-15,M001,80600.0
2025-01-15,M002,94674.0
2025-01-15,M003,108748.0
2025-01-15,M004,122822.0
2025-01-15,M005,136896.0
2025-01-15,M006,150970.0
2025-01-15,M007,165044.0
2025-01-15,M008,100998.0
2025-01-15,M009,115072.0
2025-01-15,M010,129146.0
2025-01-15,M011,143220.0
2025-01-15,M012,157294.0
2025-01-15,M013,171368.0
2025-01-15,M014,185442.0
2025-01-15,M015,121396.0
2025-01-15,M016,135470.0
2025-01-15,M017,149544.0
2025-01-15,M018,163618.0
2025-01-15,M019,177692.0
2025-01-15,M020,191766.0
2025-01-15,M021,205840.0
2025-01-15,M022,141794.0
2025-01-15,M023,155868.0
2025-01-15,M024,169942.0
2025-01-15,M025,184016.0
2025-01-15,M026,198090.0
2025-01-15,M027,212164.0
2025-01-15,M028,226238.0
2025-01-15,M029,162192.0
2025-01-15,M030,176266.0
2025-01-15,M031,190340.0
2025-01-15,M032,204414.0
2025-01-15,M033,218488.0
2025-01-15,M034,232562.0
2025-01-15,M035,246636.0
2025-01-15,M036,182590.0
2025-01-15,M037,196664.0
2025-01-15,M038,210738.0
2025-01-15,M039,224812.0
2025-01-15,M040,238886.0
2025-01-15,M041,252960.0
2025-01-15,M042,267034.0
2025-01-15,M043,202988.0
2025-01-15,M044,217062.0
2025-01-15,M045,231136.0
2025-01-15,M046,245210.0
2025-01-15,M047,259284.0
2025-01-15,M048,273358.0
2025-01-16,M001,80600.0
2025-01-16,M002,94674.0
2025-01-16,M003,108748.0
2025-01-16,M004,122822.0
2025-01-16,M005,136896.0
2025-01-16,M006,150970.0
2025-01-16,M007,165044.0
2025-01-16,M008,100998.0
2025-01-16,M009,115072.0
2025-01-16,M010,129146.0
2025-01-16,M011,143220.0
2025-01-16,M012,157294.0
2025-01-16,M013,171368.0
2025-01-16,M014,185442.0
2025-01-16,M015,121396.0
2025-01-16,M016,135470.0
2025-01-16,M017,149544.0
2025-01-16,M018,163618.0
2025-01-16,M019,177692.0
2025-01-16,M020,191766.0
2025-01-16,M021,205840.0
2025-01-16,M022,141794.0
2025-01-16,M023,155868.0
2025-01-16,M024,169942.0
2025-01-16,M025,184016.0
2025-01-16,M026,198090.0
2025-01-16,M027,212164.0
2025-01-16,M028,226238.0
2025-01-16,M029,162192.0
2025-01-16,M030,176266.0
2025-01-16,M031,190340.0
2025-01-16,M032,204414.0
2025-01-16,M033,218488.0
2025-01-16,M034,232562.0
2025-01-16,M035,246636.0
2025-01-16,M036,182590.0
2025-01-16,M037,196664.0
2025-01-16,M038,210738.0
2025-01-16,M039,224812.0
2025-01-16,M040,238886.0
2025-01-16,M041,252960.0
2025-01-16,M042,267034.0
2025-01-16,M043,202988.0
2025-01-16,M044,217062.0
2025-01-16,M045,231136.0
2025-01-16,M046,245210.0
2025-01-16,M047,259284.0
2025-01-16,M048,273358.0
2025-01-17,M001,80600.0
2025-01-17,M002,94674.0
2025-01-17,M003,108748.0
2025-01-17,M004,122822.0
2025-01-17,M005,136896.0
2025-01-17,M006,150970.0
2025-01-17,M007,165044.0
2025-01-17,M008,100998.0
2025-01-17,M009,115072.0
2025-01-17,M010,129146.0
2025-01-17,M011,143220.0
2025-01-17,M012,157294.0
2025-01-17,M013,171368.0
2025-01-17,M014,185442.0
2025-01-17,M015,121396.0
2025-01-17,M016,135470.0
2025-01-17,M017,149544.0
2025-01-17,M018,163618.0
2025-01-17,M019,177692.0
2025-01-17,M020,191766.0
2025-01-17,M021,205840.0
2025-01-17,M022,141794.0
2025-01-17,M023,155868.0
2025-01-17,M024,169942.0
2025-01-17,M025,184016.0
2025-01-17,M026,198090.0
2025-01-17,M027,212164.0
2025-01-17,M028,226238.0
2025-01-17,M029,162192.0
2025-01-17,M030,176266.0
2025-01-17,M031,190340.0
2025-01-17,M032,204414.0
2025-01-17,M033,218488.0
2025-01-17,M034,232562.0
2025-01-17,M035,246636.0
2025-01-17,M036,182590.0
2025-01-17,M037,196664.0
2025-01-17,M038,210738.0
2025-01-17,M039,224812.0
2025-01-17,M040,238886.0
2025-01-17,M041,252960.0
2025-01-17,M042,267034.0
2025-01-17,M043,202988.0
2025-01-17,M044,217062.0
2025-01-17,M045,231136.0
2025-01-17,M046,245210.0
2025-01-17,M047,259284.0
2025-01-17,M048,273358.0
2025-01-18,M001,80600.0
2025-01-18,M002,94674.0
2025-01-18,M003,108748.0
2025-01-18,M004,122822.0
2025-01-18,M005,136896.0
2025-01-18,M006,150970.0
2025-01-18,M007,165044.0
2025-01-18,M008,100998.0
2025-01-18,M009,115072.0
2025-01-18,M010,129146.0
2025-01-18,M011,143220.0
2025-01-18,M012,157294.0
2025-01-18,M013,171368.0
2025-01-18,M014,185442.0
2025-01-18,M015,121396.0
2025-01-18,M016,135470.0
2025-01-18,M017,149544.0
2025-01-18,M018,163618.0
2025-01-18,M019,177692.0
2025-01-18,M020,191766.0
2025-01-18,M021,205840.0
2025-01-18,M022,141794.0
2025-01-18,M023,155868.0
2025-01-18,M024,169942.0
2025-01-18,M025,184016.0
2025-01-18,M026,198090.0
2025-01-18,M027,212164.0
2025-01-18,M028,226238.0
2025-01-18,M029,162192.0
2025-01-18,M030,176266.0
2025-01-18,M031,190340.0
2025-01-18,M032,204414.0
2025-01-18,M033,218488.0
2025-01-18,M034,232562.0
2025-01-18,M035,246636.0
2025-01-18,M036,182590.0
2025-01-18,M037,196664.0
2025-01-18,M038,210738.0
2025-01-18,M039,224812.0
2025-01-18,M040,238886.0
2025-01-18,M041,252960.0
2025-01-18,M042,267034.0
2025-01-18,M043,202988.0
2025-01-18,M044,217062.0
2025-01-18,M045,231136.0
2025-01-18,M046,245210.0
2025-01-18,M047,259284.0
2025-01-18,M048,273358.0
2025-01-19,M001,80600.0
2025-01-19,M002,94674.0
2025-01-19,M003,108748.0
2025-01-19,M004,122822.0
2025-01-19,M005,136896.0
2025-01-19,M006,150970.0
2025-01-19,M007,165044.0
2025-01-19,M008,100998.0
2025-01-19,M009,115072.0
2025-01-19,M010,129146.0
2025-01-19,M011,143220.0
2025-01-19,M012,157294.0
2025-01-19,M013,171368.0
2025-01-19,M014,185442.0
2025-01-19,M015,121396.0
2025-01-19,M016,135470.0
2025-01-19,M017,149544.0
2025-01-19,M018,163618.0
2025-01-19,M019,177692.0
2025-01-19,M020,191766.0
2025-01-19,M021,205840.0
2025-01-19,M022,141794.0
2025-01-19,M023,155868.0
2025-01-19,M024,169942.0
2025-01-19,M025,184016.0
2025-01-19,M026,198090.0
2025-01-19,M027,212164.0
2025-01-19,M028,226238.0
2025-01-19,M029,162192.0
2025-01-19,M030,176266.0
2025-01-19,M031,190340.0
2025-01-19,M032,204414.0
2025-01-19,M033,218488.0
2025-01-19,M034,232562.0
2025-01-19,M035,246636.0
2025-01-19,M036,182590.0
2025-01-19,M037,196664.0
2025-01-19,M038,210738.0
2025-01-19,M039,224812.0
2025-01-19,M040,238886.0
2025-01-19,M041,252960.0
2025-01-19,M042,267034.0
2025-01-19,M043,202988.0
2025-01-19,M044,217062.0
2025-01-19,M045,231136.0
2025-01-19,M046,245210.0
2025-01-19,M047,259284.0
2025-01-19,M048,273358.0
2025-01-20,M001,80600.0
2025-01-20,M002,94674.0
2025-01-20,M003,108748.0
2025-01-20,M004,122822.0
2025-01-20,M005,136896.0
2025-01-20,M006,150970.0
2025-01-20,M007,165044.0
2025-01-20,M008,100998.0
2025-01-20,M009,115072.0
2025-01-20,M010,129146.0
2025-01-20,M011,143220.0
2025-01-20,M012,157294.0
2025-01-20,M013,171368.0
2025-01-20,M014,185442.0
2025-01-20,M015,121396.0
2025-01-20,M016,135470.0
2025-01-20,M017,149544.0
2025-01-20,M018,163618.0
2025-01-20,M019,177692.0
